rank,signal_type,ticker,company,last_price,market_cap_aud_approx,one_day_pct,five_day_pct,twenty_day_pct,volume_spike_vs_20d,trigger,avoid_flags,news_headlines,openai_score,openai_classification,openai_rationale,manual_review_notes,error
11,near_miss,CU6.AX,CLARITY PHARMACEUTICALS LTD,2.28,850625152.0,0.44,-9.16,-15.24,0.75,5D <= -8.0%; 20D <= -15.0%,,Clarity Pharmaceuticals (ASX:CU6): Why This ASX Healthcare Stock Investors May Be Watching Closely - Kalkine | Clarity Pharmaceuticals Shares Close At 52-Week Low: The Latest - thebull.com.au | 3 ASX Growth Stocks With High Insider Ownership And Up To 34% Earnings Growth - simplywall.st | Clarity Pharmaceuticals Ltd (ASX:CU6) Stock Slides: What Investors Should Know - Kalkine | Clarity Pharmaceuticals (ASX:CU6) Advances SECuRE Trial With Additional Complete Responses - Kalkine,,not_run,OpenAI classification not run. Add OPENAI_API_KEY to GitHub Actions secrets to enable it.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
12,near_miss,INA.AX,INGENIA COMMUNITIES GROUP,3.65,1487678976.0,0.55,-1.08,-17.5,1.35,20D <= -15.0%,,Ingenia Communities Group (ASX:INA) Edges Up—Will the Peet Deal Change the Investment Case? - Kalkine | Ingenia Communities (ASX:INA) offloads A$124m of NSW assets at book value flat - stocksdownunder.com | Ingenia Communities Group (ASX:INA) Shares Chase One Off Profit Glow - simplywall.st | What Could Put Ingenia Communities (ASX:INA) in Focus Among Infra & Real Estate Stocks? - Kalkine Media | Ingenia Communities Group (ASX:INA): A Larger Development Pipeline Changes the Long-Term Story - Kalkine,,not_run,OpenAI classification not run. Add OPENAI_API_KEY to GitHub Actions secrets to enable it.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
13,near_miss,IPH.AX,IPH LTD,3.35,859231680.0,0.6,1.52,-18.04,0.63,20D <= -15.0%,,"Why IPH Ltd (ASX:IPH) Could Be One to Watch in September - Kalkine | IPH Ltd FY26 earnings: resilient profit growth and higher dividend - The Motley Fool Australia | Why Are GQG Partners (ASX:GQG) and IPH (ASX:IPH) in Dividend Stocks Focus? - Kalkine Media | IPH (ASX:IPH)Dividend Yield in Focus, Stock on Radar of Income Investors - Kalkine | 1 ASX dividend stock down 18% I’d buy today! - The Motley Fool Australia",,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
14,near_miss,FLT.AX,FLIGHT CENTRE TRAVEL GROUP L,11.57,2369377792.0,0.87,-3.42,-15.24,0.65,20D <= -15.0%,downgrade,Are Flight Centre Travel Group Ltd (ASX:FLT) shares good value in 2026? - Rask Media | Flight Centre Travel Group (ASX:FLT): What’s Behind the Lift? - Kalkine Media | Flight Centre Travel Group delivers record year despite Q4 challenges - The Motley Fool Australia | Why it’s not all bad news for Flight Centre following downgrade - Morningstar Australia | Is Flight Centre Travel Group (ASX:FLT) Positioned for a Turnaround as Travel Trends Evolve? - Kalkine,,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
15,near_miss,JBH.AX,JB HI-FI LTD,67.3,7358177280.0,1.19,0.33,-18.73,0.66,20D <= -15.0%,,JB Hi-Fi (ASX: JBH) Gets Hit by Rate-Hike Fears — Is the Retail Sell-Off Overdone? - Kalkine | How JB Hi-Fi’s 2026 Earnings Call Commentary May Reframe Its Margin Story for (ASX:JBH) Investors - simplywall.st | Why Could JB Hi-Fi (ASX:JBH) Enter the Dividend Stocks Spotlight? - Kalkine Media | JB Hi-Fi reports profit and dividend growth in FY26 results - The Motley Fool Australia | Why JB Hi-Fi (ASX:JBH) Shares Are Among Today’s Biggest ASX 200 Decliners? - Kalkine,,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
16,near_miss,MI6.AX,MINERALS 260 LTD,0.81,1851618432.0,2.52,-9.44,7.24,0.65,5D <= -8.0%,,"Minerals 260 (ASX:MI6): The Small-Cap Resources Stock Suddenly Getting Attention - Kalkine | Is Sentiment Around Gold Quietly Redefining Minerals 260’s (ASX:MI6) Core Investment Narrative? - simplywall.st | Minerals 260 Shares Double YTD, As New Milestone Reached - thebull.com.au | Why Is Minerals 260 (ASX:MI6) Share Price Rising Today? - Kalkine | Minerals 260 (ASX: MI6) Share Price Slips As Exploration Stock Tracks Materials Sector Weakness - Kalkine",,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
17,near_miss,EQR.AX,EQ RESOURCES LTD,0.37,1884912128.0,2.82,-10.98,19.67,1.04,5D <= -8.0%,,EQ Resources (ASX:EQR) Shares Fall Despite August Revenue Hitting Record A$55.1 Million on Tungsten Ramp-Up - Kalkine | EQR Stock Price and Chart — ASX:EQR - TradingView | EQ Resources (ASX:EQR) Slides Despite Record Tungsten Run - Kalkine Media | Resources Top 5: EQ Resources breaks tungsten record as Anson lands $357m lithium boost - Stockhead | EQ Resources Surges on Forrest's AU$189.7M Investment - Investing News Network,,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
18,near_miss,MP1.AX,MEGAPORT LTD,16.99,4126684416.0,4.11,0.77,-15.81,1.27,20D <= -15.0%,,"Megaport (ASX:MP1) Shares Face Funding Questions As Losses Deepen - simplywall.st | AI driving growth for ASX tech share - Morningstar Australia | Is Rising Volume Signaling Selling Pressure in Megaport (ASX:MP1) Shares? - Kalkine | Megaport (ASX:MP1): Is This Tech Pullback a Turning Point? - Kalkine Media | Up 155% since April, is it too late to buy Megaport shares today? - The Motley Fool Australia",,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
19,near_miss,DRO.AX,DRONESHIELD LTD,1.75,1614508416.0,4.8,-0.29,-19.95,0.89,20D <= -15.0%,,DroneShield shares have fallen 44% in 2026. Here’s why I’d buy the dip - The Motley Fool Australia | Hedge funds circle hyped-up ASX stocks that make ‘SpaceX look cheap’ - AFR | DroneShield Ltd (ASX:DRO) Falls: Are New Products Enough to Reverse Recent Weakness? - Kalkine | Why Is Droneshield (ASX:DRO) in Focus? - Kalkine Media | DroneShield (ASX:DRO) share price falls 10% on HY26 trading update - Rask Media,,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
20,near_miss,SRL.AX,SUNRISE ENERGY METALS LTD,15.25,2584470016.0,7.17,-11.18,-4.27,1.0,5D <= -8.0%,,"Sunrise Energy Metals (ASX:SRL) Up 752% in a Year — Is This Scandium Stock Worth Watching? - Kalkine | Sunrise Energy Metals (ASX:SRL) Looks Fully Priced After $400 Million Defense Loan - simplywall.st | Sunrise Energy Metals secures US$400m U.S. loan and plans U.S. listing - The Motley Fool Australia | Up 3400%, What is Going On With Sunrise Energy Metals Shares? - thebull.com.au | Resources Top 5: SRL jumps on US loan for scandium play, AUZ benefits from nearology - Stockhead",,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
