rank,signal_type,ticker,company,last_price,market_cap_aud_approx,one_day_pct,five_day_pct,twenty_day_pct,volume_spike_vs_20d,trigger,avoid_flags,news_headlines,openai_score,openai_classification,openai_rationale,manual_review_notes,error
12,near_miss,BRG.AX,BREVILLE GROUP LTD,31.72,4594278912.0,-4.17,-6.65,3.52,2.47,1D <= -4.0%,,"Breville (ASX:BRG) share price sinks 5% after FY26, uncertain outlook - Rask Media | Breville Group (ASX:BRG) Edges Higher Over the Year Ahead of FY26 Results - Kalkine | Breville Group (ASX:BRG) Sector Pulse: What Could Shape the Next Move on 19 August - Kalkine Media | 52% Of This Breville Group Insider's Holdings Were Sold - simplywall.st | When Should You Buy Breville Group Limited (ASX:BRG)? - Yahoo Finance",,not_run,OpenAI classification not run. Add OPENAI_API_KEY to GitHub Actions secrets to enable it.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
13,near_miss,GMG.AX,GOODMAN GROUP,29.22,,-4.1,-1.72,0.86,1.46,1D <= -4.0%,,Goodman Group (ASX:GMG) Shares Fall as Market Watches Industrial Property Trends - Kalkine | Goodman Group Shares Break Above Key Moving Averages: Here’s Why - thebull.com.au | Goodman Group (ASX:GMG) Earnings Spotlight: What Investors Are Watching on 19 August - Kalkine Media | Is the Goodman Group (ASX:GMG) Share Price a Buy After Its Q3 Data-Centre Update? - Stocks Down Under | ASX data center player expands pipeline but questions remain - Morningstar Australia,,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent. Market cap temporarily unavailable; retained because ticker is in the broad A300 universe.",
14,near_miss,SDR.AX,SITEMINDER LTD,3.76,1064399104.0,-4.08,-2.08,13.94,0.85,1D <= -4.0%,,Why Is Siteminder (ASX:SDR) Share Price Rising Today? - Kalkine | Market is misinterpreting AI impact on cheap ASX share - Morningstar Australia | SiteMinder (ASX:SDR) Shares Could Be 18.3% Below Fair Value After Trading Rally - simplywall.st | SiteMinder (ASX:SDR) Shares Could Be 22% Undervalued After Price Spike Draws Fresh Attention - Yahoo Finance | Here are the top 10 ASX 200 shares today - The Motley Fool Australia,,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
15,near_miss,WBT.AX,WEEBIT NANO LTD,4.17,1002583936.0,-3.92,-11.28,-18.4,1.0,5D <= -8.0%; 20D <= -15.0%,,"Why Does Weebit Nano (ASX:WBT) Matter Today? - Kalkine Media | Weebit Nano (ASX:WBT) Climbs — What's Driving Momentum in This Chip Stock? - Kalkine | Stock of the day: Weebit Nano - ig.com | Weebit Nano (ASX:WBT) Slides Amid Semiconductor Sector Volatility - Kalkine | Are PKY, WBT, BRN and NVU the ASX AI Chip Stocks to Watch Into 2027? - Kalkine Media",,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
16,near_miss,SRL.AX,SUNRISE ENERGY METALS LTD,16.35,2770514688.0,-3.82,-11.43,10.92,0.55,5D <= -8.0%,,"Sunrise Energy Metals (ASX:SRL) Shares Decline Amid Weak Material Sector Sentiment - Kalkine | Sunrise Energy Metals secures US$400m U.S. loan and plans U.S. listing - The Motley Fool Australia | Sunrise Energy Metals (ASX:SRL) Looks Pricey As US$400 Million DoD Loan Backing Lifts Attention - simplywall.st | Resources Top 5: SRL jumps on US loan for scandium play, AUZ benefits from nearology - Stockhead | Up 3400%, What is Going On With Sunrise Energy Metals Shares? - thebull.com.au",,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
17,near_miss,CU6.AX,CLARITY PHARMACEUTICALS LTD,2.49,928972224.0,-3.11,-11.39,6.41,0.93,5D <= -8.0%,,Clarity Pharmaceuticals (ASX:CU6): Radiopharmaceutical Innovation Under Spotlight After Share Price Gain - Kalkine | Clarity Pharmaceuticals Ltd's (ASX:CU6) market cap dropped AU$145m last week; individual investors who hold 48% were hit as were institutions - simplywall.st | Clarity Pharmaceuticals Ltd (ASX:CU6) edges higher on sector tailwinds - Kalkine | ASX Penny Stocks Spotlight Clarity Pharmaceuticals And 2 More Compelling Picks - simplywall.st | Clarity Pharmaceuticals (ASX:CU6) Plunges as Clinical-Stage Biotech Sell-Off Continues - Kalkine,,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
18,near_miss,NCK.AX,NICK SCALI LTD,15.58,1332568192.0,-3.11,-8.51,1.56,0.81,5D <= -8.0%,,"Nick Scali Ltd (ASX:NCK) Stock Insights: Should Investors Accumulate Or Avoid - Kalkine | Nick Scali (ASX:NCK) Beats on Profit, Flags a Flatter Start - Kalkine Media | Nick Scali sinks despite H1 beat as January trading update spooks investors - Market Index | When Should You Buy Nick Scali Limited (ASX:NCK)? - simplywall.st | Why Investors Keep Nick Scali Ltd (ASX:NCK) on Radar - Kalkine",,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
19,near_miss,FFM.AX,FIREFLY METALS LTD,1.83,1403034496.0,-2.93,-8.29,2.53,0.97,5D <= -8.0%,,"FireFly Metals Ltd (ASX:FFM): Is the Rally Justified? - Kalkine | What Is Driving FireFly Metals (ASX:FFM) Copper Push? - Kalkine Media | FireFly aligns OTC ticker with ASX, TSX code in bid to boost US market visibility - Proactive financial news | Is It Too Late To Consider FireFly Metals (ASX:FFM) After A 113% One-Year Rise? - simplywall.st | Assessing FireFly Metals (ASX:FFM) Valuation After Strong 1 Year Return And Recent Share Price Weakness - Yahoo Finance",,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
20,near_miss,GPT.AX,GPT GROUP,4.7,9003213824.0,-2.08,-9.44,-4.67,3.45,5D <= -8.0%,,"GPT Group (ASX:GPT) Moves Lower Despite Higher H1 Funds From Operations - Kalkine | GPT Group (ASX:GPT) Shares Cheap Or Clouded By Office Risk - simplywall.st | GPT Group (ASX:GPT) Sector Pulse: What Could Shape the Next Move on 19 August - Kalkine Media | GPT Group (ASX:GPT) Result Lays Bare a Two-Speed Office Recovery, with Melbourne Still the Laggard - Kalkine | Australia’s oldest REIT undervalued - Morningstar Australia",,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
21,near_miss,PMV.AX,PREMIER INVESTMENTS LTD,11.52,1838240256.0,-1.03,-3.68,-15.58,0.68,20D <= -15.0%,,Premier Investments (ASX:PMV) Falls as Market Watches Retail Outlook and FY26 Update - Kalkine | 3 ASX shares tipped to explode up to 72% in the back half of 2026 - The Motley Fool Australia | Premier Investments (ASX:PMV) Shares Slammed — What Has Investors Heading for the Exit? - Kalkine | Premier Investments Limited's (ASX:PMV) Stock Has Shown Weakness Lately But Financial Prospects Look Decent: Is The Market Wrong? - simplywall.st | Premier Investments (ASX:PMV) investors are sitting on a loss of 45% if they invested a year ago - Yahoo Finance,,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
22,near_miss,HDN.AX,HOMECO DAILY NEEDS REIT,1.15,2404310528.0,-0.86,-9.8,-8.37,3.39,5D <= -8.0%,,"HomeCo Daily Needs REIT (ASX:HDN) Is Down 10.1% After Strong FY26 Earnings Beat Expectations Has The Bull Case Changed? - simplywall.st | HomeCo Daily Needs REIT (ASX:HDN) Share Price and Business Update - Kalkine | Could FLT, HDN and RFF Be ASX Dividend Shares to Watch? - Kalkine Media | HomeCo Daily Needs REIT (ASX:HDN) Shares Trail NTA As Interest Costs Rise - simplywall.st | Positive Report for HomeCo Daily Needs REIT (HDN) from Ord Minnett - theglobeandmail.com",,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
23,near_miss,SKG.AX,STORAGE KING GROUP,1.14,1504647936.0,-0.43,-9.84,-10.55,2.65,5D <= -8.0%,,Storage King Group (ASX:SKG) Begins New REIT Chapter After Internalisation and Rebrand - Kalkine | Storage King Group (ASX: SKG) - The Motley Fool Australia | Storage King Group (ASX:SKG) in Spotlight as Property Investors Track Alternative Real Estate Assets - Kalkine | Did Storage King Group’s (ASX:SKG) Rebrand and New CEO Just Redefine Its Self‑Storage Role? - Yahoo Finance | Is Storage King Group (ASX:SKG) A Bargain As Its Internalisation And Rebrand Reshape The Business? - simplywall.st,,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
24,near_miss,HUB.AX,HUB24 LTD,79.74,6520640512.0,-0.25,-10.33,-6.53,2.34,5D <= -8.0%,,"HUB24 Limited (ASX:HUB) Share Price Falls as Investors Assess Growth Expectations and FY26 Outlook - Kalkine | HUB24 Limited's (ASX:HUB) latest 10.0% decline adds to one-year losses, institutional investors may consider drastic measures - simplywall.st | What Is Putting HUB24 (ASX:HUB) and Xero (ASX:XRO) in Focus? - Kalkine Media | 3 overvalued ASX shares going into earnings - Morningstar Australia | Why is this ASX 200 tech stock tumbling today? - The Motley Fool Australia",,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
25,near_miss,DVP.AX,DEVELOP GLOBAL LTD,4.84,1597129728.0,-0.21,-5.28,-16.41,0.63,20D <= -15.0%,,Develop Global (ASX:DVP) Under Investor Watch After Yitirrti Processing Plant Contract Milestone - Kalkine | Does Develop Global’s (ASX:DVP) ASX 200 Debut Reframe Its Mining Versus Services Investment Story? - simplywall.st | Insights: Develop Global Limited (ASX:DVP) - smallcaps.com.au | Broker tips 20% and 23% upside for these 2 ASX stocks - The Motley Fool Australia | DVP Forecast — Price Target — Prediction for 2027 - TradingView,,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
26,near_miss,MYR.AX,MYER HOLDINGS LTD,0.21,,0.0,-4.55,-17.65,0.44,20D <= -15.0%,,ASX retail share remains cheap despite weaker earnings - Morningstar Australia | Myer (ASX:MYR)’s Dividend Comeback Story: Can MYR Keep Rewarding Shareholders? - Kalkine | Myer (ASX:MYR) share price in focus as profit jumps 33% in HY26 result - Rask Media | Private companies own 31% of Myer Holdings Limited (ASX:MYR) shares but individual investors control 41% of the company - Yahoo Finance | Sell alert! Why this expert is calling time on Myer shares - The Motley Fool Australia,,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent. Market cap temporarily unavailable; retained because ticker is in the broad A300 universe.",
27,near_miss,4DX.AX,4DMEDICAL LTD,3.79,2273747200.0,0.8,-8.01,11.8,0.65,5D <= -8.0%,,4DMEDICAL Ltd (ASX: 4DX) Share Price Falls 5.10% as Stock Trades Within Its Daily Range - Kalkine | Why this expert is betting against 4DMedical and DroneShield shares - The Motley Fool Australia | Can 4DMedical (ASX:4DX) Turn Its Azra AI Partnership Into a Bigger Lung-Health Opportunity? - Kalkine Media | 4DMedical Ltd (ASX:4DX) Share Price Update: Trading Snapshot for 11 August 2026 - Kalkine | 4DMedical (ASX:4DX) Climbs Higher as Healthcare Investors Return to the Stock - Kalkine,,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
