ticker,company,observed_on
AFG.AX,AUSTRALIAN FINANCE GROUP LTD,2026-09-15
FML.AX,FOCUS MINERALS LTD,2026-09-15
JMS.AX,JUPITER MINES LTD,2026-09-15
ADH.AX,ADAIRS LTD,2026-09-15
MAD.AX,MADER GROUP LTD,2026-09-15
MGX.AX,MGX RESOURCES LTD,2026-09-15
AAC.AX,AUSTRALIAN AGRICULTURAL CO,2026-09-15
TVN.AX,TIVAN LTD,2026-09-15
INR.AX,IONEER LTD,2026-09-15
DTR.AX,DATELINE RESOURCES LTD,2026-09-15
TYR.AX,TYRO PAYMENTS LTD,2026-09-15
HCW.AX,HEALTHCO REIT,2026-09-15
QAL.AX,QUALITAS LTD,2026-09-15
PFP.AX,PROPEL FUNERAL PARTNERS LTD,2026-09-15
