ticker,company,observed_on
RHC.AX,RAMSAY HEALTH CARE LTD,2026-09-22
ALD.AX,AMPOL LTD,2026-09-22
SFR.AX,SANDFIRE RESOURCES LTD,2026-09-22
SGP.AX,STOCKLAND,2026-09-22
VCX.AX,VICINITY CENTRES,2026-09-22
MIN.AX,MINERAL RESOURCES LTD,2026-09-22
PRU.AX,PERSEUS MINING LTD,2026-09-22
SHL.AX,SONIC HEALTHCARE LTD,2026-09-22
PME.AX,PRO MEDICUS LTD,2026-09-22
TNE.AX,TECHNOLOGY ONE LTD,2026-09-22
NXT.AX,NEXTDC LTD,2026-09-22
CHC.AX,CHARTER HALL GROUP,2026-09-22
COH.AX,COCHLEAR LTD,2026-09-22
GPT.AX,GPT GROUP,2026-09-22
CAR.AX,CAR GROUP LTD,2026-09-22
GMD.AX,GENESIS MINERALS LTD,2026-09-22
REA.AX,REA GROUP LTD,2026-09-22
JBH.AX,JB HI-FI LTD,2026-09-22
SGH.AX,SGH LTD,2026-09-22
MGR.AX,MIRVAC GROUP,2026-09-22
VAU.AX,VAULT MINERALS LTD,2026-09-22
RMS.AX,RAMELIUS RESOURCES LTD,2026-09-22
DNL.AX,DYNO NOBEL LTD,2026-09-22
WTC.AX,WISETECH GLOBAL LTD,2026-09-22
AZJ.AX,AURIZON HOLDINGS LTD,2026-09-22
CMM.AX,CAPRICORN METALS LTD,2026-09-22
SDF.AX,STEADFAST GROUP LTD,2026-09-22
WHC.AX,WHITEHAVEN COAL LTD,2026-09-22
CWY.AX,CLEANAWAY WASTE MANAGEMENT L,2026-09-22
AMP.AX,AMP LTD,2026-09-22
ANN.AX,ANSELL LTD,2026-09-22
BEN.AX,BENDIGO AND ADELAIDE BANK,2026-09-22
DXS.AX,DEXUS/AU,2026-09-22
CDA.AX,CODAN LTD,2026-09-22
RRL.AX,REGIS RESOURCES LTD,2026-09-22
GGP.AX,GREATLAND RESOURCES LTD,2026-09-22
CGF.AX,CHALLENGER LTD,2026-09-22
WGX.AX,WESTGOLD RESOURCES LTD,2026-09-22
HUB.AX,HUB24 LTD,2026-09-22
AGL.AX,AGL ENERGY LTD,2026-09-22
TLX.AX,TELIX PHARMACEUTICALS LTD,2026-09-22
VNT.AX,VENTIA SERVICES GROUP PTY LT,2026-09-22
IGO.AX,IGO LTD,2026-09-22
A2M.AX,A2 MILK CO LTD,2026-09-22
DOW.AX,DOWNER EDI LTD,2026-09-22
EDV.AX,ENDEAVOUR GROUP LTD/AUSTRALI,2026-09-22
WOR.AX,WORLEY LTD,2026-09-22
MP1.AX,MEGAPORT LTD,2026-09-22
BOQ.AX,BANK OF QUEENSLAND LTD,2026-09-22
REH.AX,REECE LTD,2026-09-22
SGM.AX,SIMS LTD,2026-09-22
PDI.AX,PREDICTIVE DISCOVERY LTD,2026-09-22
PDN.AX,PALADIN ENERGY LTD,2026-09-22
EMR.AX,EMERALD RESOURCES NL,2026-09-22
SEK.AX,SEEK LTD,2026-09-22
TWE.AX,TREASURY WINE ESTATES LTD,2026-09-22
AUB.AX,AUB GROUP LTD,2026-09-22
RWC.AX,RELIANCE WORLDWIDE CORP LTD,2026-09-22
VEA.AX,VIVA ENERGY GROUP LTD,2026-09-22
APE.AX,EAGERS AUTOMOTIVE LTD,2026-09-22
NWH.AX,NRW HOLDINGS LTD,2026-09-22
NHC.AX,NEW HOPE CORP LTD,2026-09-22
NHF.AX,NIB HOLDINGS LTD,2026-09-22
MTS.AX,METCASH LTD,2026-09-22
MND.AX,MONADELPHOUS GROUP LTD,2026-09-22
BRG.AX,BREVILLE GROUP LTD,2026-09-22
CNU.AX,CHORUS LTD,2026-09-22
ZIP.AX,ZIP CO LTD,2026-09-22
RGN.AX,REGION GROUP,2026-09-22
TPG.AX,TPG TELECOM LTD,2026-09-22
ILU.AX,ILUKA RESOURCES LTD,2026-09-22
DBI.AX,DALRYMPLE BAY INFRASTRUCTURE,2026-09-22
RSG.AX,RESOLUTE MINING LTD,2026-09-22
NEU.AX,NEUREN PHARMACEUTICALS LTD,2026-09-22
NWL.AX,NETWEALTH GROUP LTD,2026-09-22
CLW.AX,CHARTER HALL LONG WALE REIT,2026-09-22
BGL.AX,BELLEVUE GOLD LTD,2026-09-22
YAL.AX,YANCOAL AUSTRALIA LTD,2026-09-22
SRG.AX,SRG GLOBAL LTD,2026-09-22
4DX.AX,4DMEDICAL LTD,2026-09-22
EOS.AX,ELECTRO OPTIC SYSTEMS HOLDIN,2026-09-22
HVN.AX,HARVEY NORMAN HOLDINGS LTD,2026-09-22
CQR.AX,CHARTER HALL RETAIL REIT,2026-09-22
LTR.AX,LIONTOWN LTD,2026-09-22
HDN.AX,HOMECO DAILY NEEDS REIT,2026-09-22
PNI.AX,PINNACLE INVESTMENT MANAGEME,2026-09-22
OBM.AX,ORA BANDA MINING LTD,2026-09-22
BWP.AX,BWP PROPERTY GROUP LTD,2026-09-22
ALX.AX,ATLAS ARTERIA,2026-09-22
PPT.AX,PERPETUAL LTD,2026-09-22
TAH.AX,TABCORP HOLDINGS LTD,2026-09-22
MI6.AX,MINERALS 260 LTD,2026-09-22
ALK.AX,ALKANE RESOURCES LTD,2026-09-22
PRN.AX,PERENTI LTD,2026-09-22
CIP.AX,CENTURIA INDUSTRIAL REIT,2026-09-22
SUL.AX,SUPER RETAIL GROUP LTD,2026-09-22
DDR.AX,DICKER DATA LTD,2026-09-22
DRR.AX,DETERRA ROYALTIES LTD,2026-09-22
EQR.AX,EQ RESOURCES LTD,2026-09-22
MSB.AX,MESOBLAST LTD,2026-09-22
LLC.AX,LENDLEASE GROUP,2026-09-22
SRL.AX,SUNRISE ENERGY METALS LTD,2026-09-22
MLX.AX,METALS X LTD,2026-09-22
INA.AX,INGENIA COMMUNITIES GROUP,2026-09-22
CYL.AX,CATALYST METALS LTD,2026-09-22
FLT.AX,FLIGHT CENTRE TRAVEL GROUP L,2026-09-22
IMD.AX,IMDEX LTD,2026-09-22
WPR.AX,WAYPOINT REIT,2026-09-22
BGA.AX,BEGA CHEESE LTD,2026-09-22
PYC.AX,PYC THERAPEUTICS LTD,2026-09-22
EVT.AX,EVT LTD,2026-09-22
DTL.AX,DATA#3 LTD,2026-09-22
ORA.AX,ORORA LTD,2026-09-22
HLI.AX,HELIA GROUP LTD,2026-09-22
NIC.AX,NICKEL INDUSTRIES LTD,2026-09-22
DRO.AX,DRONESHIELD LTD,2026-09-22
SIQ.AX,SMARTGROUP CORP LTD,2026-09-22
ASB.AX,AUSTAL LTD,2026-09-22
BPT.AX,BEACH ENERGY LTD,2026-09-22
WEB.AX,WEB TRAVEL GROUP LTD,2026-09-22
SLC.AX,SUPERLOOP LTD,2026-09-22
ARB.AX,ARB CORP LTD,2026-09-22
LOV.AX,LOVISA HOLDINGS LTD,2026-09-22
KCN.AX,KINGSGATE CONSOLIDATED LTD,2026-09-22
FFM.AX,FIREFLY METALS LTD,2026-09-22
ELD.AX,ELDERS LTD,2026-09-22
KAR.AX,KAROON ENERGY LTD,2026-09-22
SSM.AX,SERVICE STREAM LTD,2026-09-22
GYG.AX,GUZMAN Y GOMEZ LTD,2026-09-22
CIA.AX,CHAMPION IRON LTD,2026-09-22
DYL.AX,DEEP YELLOW LTD,2026-09-22
MFG.AX,MAGELLAN FINANCIAL GROUP LTD,2026-09-22
DVP.AX,DEVELOP GLOBAL LTD,2026-09-22
GNC.AX,GRAINCORP LTD-A,2026-09-22
NUF.AX,NUFARM LTD,2026-09-22
GDG.AX,GENERATION DEVELOPMENT GROUP,2026-09-22
IRE.AX,IRESS LTD,2026-09-22
MAH.AX,MACMAHON HOLDINGS LTD,2026-09-22
SXE.AX,SOUTHERN CROSS ELECTRICAL,2026-09-22
TEA.AX,TASMEA LTD,2026-09-22
MGH.AX,MAAS GROUP HOLDINGS LTD,2026-09-22
PMV.AX,PREMIER INVESTMENTS LTD,2026-09-22
DMP.AX,DOMINO'S PIZZA ENTERPRISES L,2026-09-22
NCK.AX,NICK SCALI LTD,2026-09-22
BVS.AX,BRAVURA SOLUTIONS LTD,2026-09-22
ELV.AX,ELEVRA LITHIUM LTD,2026-09-22
PNR.AX,PANTORO GOLD LTD,2026-09-22
REG.AX,REGIS HEALTHCARE LTD,2026-09-22
CNI.AX,CENTURIA CAPITAL GROUP,2026-09-22
NEC.AX,NINE ENTERTAINMENT CO HOLDIN,2026-09-22
MMS.AX,MCMILLAN SHAKESPEARE LTD,2026-09-22
ABB.AX,AUSSIE BROADBAND LTD,2026-09-22
JDO.AX,JUDO CAPITAL HOLDINGS LTD,2026-09-22
SBM.AX,ST BARBARA LTD,2026-09-22
SLX.AX,SILEX SYSTEMS LTD,2026-09-22
DGT.AX,DIGICO INFRASTRUCTURE REIT,2026-09-22
ELS.AX,ELSIGHT LTD,2026-09-22
SMR.AX,STANMORE RESOURCES LTD,2026-09-22
IDX.AX,INTEGRAL DIAGNOSTICS LTD,2026-09-22
IPX.AX,IPERIONX LTD,2026-09-22
CAT.AX,CATAPULT SPORTS LTD,2026-09-22
A4N.AX,ALPHA HPA LTD,2026-09-22
VUL.AX,VULCAN ENERGY RESOURCES LTD,2026-09-22
MYS.AX,MYSTATE LTD,2026-09-22
CQE.AX,CHARTER HALL SOCIAL INFRASTR,2026-09-22
L1G.AX,L1 GROUP LTD,2026-09-22
RFF.AX,RURAL FUNDS TRUST,2026-09-22
DXI.AX,DEXUS INDUSTRIA REIT,2026-09-22
ING.AX,INGHAMS GROUP LTD,2026-09-22
PWH.AX,PWR HOLDINGS LTD,2026-09-22
APZ.AX,ASPEN GROUP,2026-09-22
CKF.AX,COLLINS FOODS LTD,2026-09-22
NAN.AX,NANOSONICS LTD,2026-09-22
KLS.AX,KELSIAN GROUP LTD,2026-09-22
SNL.AX,SUPPLY NETWORK LTD,2026-09-22
SDR.AX,SITEMINDER LTD,2026-09-22
IPH.AX,IPH LTD,2026-09-22
OML.AX,OOH!MEDIA LTD,2026-09-22
WBT.AX,WEEBIT NANO LTD,2026-09-22
BMN.AX,BANNERMAN ENERGY LTD,2026-09-22
PXA.AX,PEXA GROUP LTD,2026-09-22
ARU.AX,ARAFURA RARE EARTHS LTD,2026-09-22
GNP.AX,GENUSPLUS GROUP LTD,2026-09-22
CU6.AX,CLARITY PHARMACEUTICALS LTD,2026-09-22
TUA.AX,TUAS LTD,2026-09-22
CCP.AX,CREDIT CORP GROUP LTD,2026-09-22
GLF.AX,GEMLIFE COMMUNITIES GROUP,2026-09-22
AOV.AX,AMOTIV LTD,2026-09-22
BOE.AX,BOSS ENERGY LTD,2026-09-22
FPR.AX,FLEETPARTNERS GROUP LTD,2026-09-22
RIC.AX,RIDLEY CORP LTD,2026-09-22
ARF.AX,ARENA REIT,2026-09-22
EQT.AX,EQT HOLDINGS LTD,2026-09-22
HMC.AX,HMC CAPITAL LTD,2026-09-22
MAQ.AX,MACQUARIE TECHNOLOGY GROUP L,2026-09-22
VSL.AX,VULCAN STEEL LTD,2026-09-22
COF.AX,CENTURIA OFFICE REIT,2026-09-22
GOZ.AX,GROWTHPOINT PROPERTIES AUSTR,2026-09-22
IPG.AX,IPD GROUP LTD,2026-09-22
MAF.AX,MA FINANCIAL GROUP LTD,2026-09-22
CWP.AX,CEDAR WOODS PROPERTIES LTD,2026-09-22
HSN.AX,HANSEN TECHNOLOGIES LTD,2026-09-22
ACL.AX,AUSTRALIAN CLINICAL LABS LTD,2026-09-22
NXL.AX,NUIX LTD,2026-09-22
GWA.AX,GWA GROUP LTD,2026-09-22
VGN.AX,VIRGIN AUSTRALIA HOLDINGS LT,2026-09-22
BRE.AX,BRAZILIAN RARE EARTHS LTD,2026-09-22
RPL.AX,REGAL PARTNERS LTD,2026-09-22
TPW.AX,TEMPLE & WEBSTER GROUP LTD,2026-09-22
RDX.AX,REDOX LTD/AUSTRALIA,2026-09-22
NGI.AX,NAVIGATOR GLOBAL INVESTMENTS,2026-09-22
BC8.AX,BLACK CAT SYNDICATE LTD,2026-09-22
SKG.AX,STORAGE KING GROUP,2026-09-22
IEL.AX,IDP EDUCATION LTD,2026-09-22
AEL.AX,AMPLITUDE ENERGY LTD,2026-09-22
BCI.AX,BCI MINERALS LTD,2026-09-22
CMW.AX,CROMWELL PROPERTY GROUP,2026-09-22
CHN.AX,CHALICE MINING LTD,2026-09-22
LIC.AX,LIFESTYLE COMMUNITIES LTD,2026-09-22
WA1.AX,WA1 RESOURCES LTD,2026-09-22
PNV.AX,POLYNOVO LTD,2026-09-22
LYL.AX,LYCOPODIUM LTD,2026-09-22
SHV.AX,SELECT HARVESTS LTD,2026-09-22
C79.AX,CHRYSOS CORP LTD,2026-09-22
AEF.AX,AUSTRALIAN ETHICAL INVT LTD,2026-09-22
OCL.AX,OBJECTIVE CORPORATION LTD,2026-09-22
JIN.AX,JUMBO INTERACTIVE LTD,2026-09-22
BLX.AX,BEACON LIGHTING GROUP LTD,2026-09-22
CUV.AX,CLINUVEL PHARMACEUTICALS LTD,2026-09-22
EHL.AX,EMECO HOLDINGS LTD,2026-09-22
ABG.AX,ABACUS GROUP,2026-09-22
MYR.AX,MYER HOLDINGS LTD,2026-09-22
AX1.AX,ACCENT GROUP LTD,2026-09-22
PPM.AX,PEPPER MONEY LTD/AU,2026-09-22
GTK.AX,GENTRACK GROUP LTD,2026-09-22
AFG.AX,AUSTRALIAN FINANCE GROUP LTD,2026-09-22
FML.AX,FOCUS MINERALS LTD,2026-09-22
JMS.AX,JUPITER MINES LTD,2026-09-22
MAD.AX,MADER GROUP LTD,2026-09-22
MGX.AX,MGX RESOURCES LTD,2026-09-22
AAC.AX,AUSTRALIAN AGRICULTURAL CO,2026-09-22
TVN.AX,TIVAN LTD,2026-09-22
INR.AX,IONEER LTD,2026-09-22
TYR.AX,TYRO PAYMENTS LTD,2026-09-22
HCW.AX,HEALTHCO REIT,2026-09-22
QAL.AX,QUALITAS LTD,2026-09-22
PFP.AX,PROPEL FUNERAL PARTNERS LTD,2026-09-22
CBO.AX,COBRAM ESTATE OLIVES LTD,2026-09-22
CCL.AX,CUSCAL LTD,2026-09-22
CXO.AX,CORE LITHIUM LTD,2026-09-22
LIN.AX,LINDIAN RESOURCES LTD,2026-09-22
SKS.AX,SKS TECHNOLOGIES GROUP LTD,2026-09-22
WGN.AX,WAGNERS HOLDING CO LTD,2026-09-22
GNG.AX,GR ENGINEERING SERVICES LTD,2026-09-22
EIQ.AX,ECHOIQ LTD,2026-09-22
CVL.AX,CIVMEC LTD,2026-09-22
