rank,signal_type,ticker,company,last_price,market_cap_aud_approx,one_day_pct,five_day_pct,twenty_day_pct,volume_spike_vs_20d,trigger,avoid_flags,news_headlines,openai_score,openai_classification,openai_rationale,manual_review_notes,error
11,near_miss,IPX.AX,IPERIONX LTD,3.03,1097266304,-2.88,-2.26,-18.55,0.59,20D <= -15.0%,,Advanced Materials Stock IperionX (ASX:IPX) Drops — Correction or Opportunity? - Kalkine | IperionX eyes U.S. redomiciliation and board boost for American titanium push - The Motley Fool Australia | Executive Chairman of IperionX Todd Hannigan Buys 2.0% More Shares - simplywall.st | What Does IperionX (ASX:IPX)'s Chart Breakdown on Heavy Supply Mean for Market participants? - Kalkine Media | IperionX (ASX:IPX): Why This Critical Minerals Stock Is Heating Up Again - Kalkine,,not_run,OpenAI classification not run. Add OPENAI_API_KEY to GitHub Actions secrets to enable it.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
12,near_miss,TPW.AX,TEMPLE & WEBSTER GROUP LTD,4.75,553596928,-2.86,-2.06,-16.37,0.39,20D <= -15.0%,,"Temple & Webster Group Subject to State Street Substantial Holder Cessation Notice - Kalkine | State Street Bank and Trust Company Ends Substantial Holding in Temple & Webster Group Ltd - Kalkine Media | Temple & Webster (ASX:TPW) Shares Reset As Margins Thin And Earnings Slip - simplywall.st | Temple & Webster Group Buys Back 254,756 Shares on 7 September 2026 - Kalkine | Buy, hold, sell: Breville, Car Group, Temple & Webster shares - The Motley Fool Australia",,not_run,OpenAI classification not run. Add OPENAI_API_KEY to GitHub Actions secrets to enable it.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
13,near_miss,WTC.AX,WISETECH GLOBAL LTD,35.25,11854682112,-2.79,-11.21,-13.69,0.67,5D <= -8.0%,,"Why I’m buying WiseTech shares before the market catches on - The Motley Fool Australia | WiseTech Global (ASX:WTC) Shares Moved, What Is Behind The Latest Update? - simplywall.st | WiseTech shares are down 62%. Why are brokers still bullish? - The Motley Fool Australia | Why Is WiseTech Global (ASX:WTC) Reshaping Global Supply Chain Software? - Kalkine Media | Chart of the Week: Can WiseTech shares finally bounce back? - Morningstar Australia",,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
14,near_miss,XRO.AX,XERO LTD,74.25,13117121536,-2.61,-10.84,-5.88,0.5,5D <= -8.0%,,"Xero shares jump 33% from a 7-year low: Buy, sell or hold? - The Motley Fool Australia | What Does Xero (ASX:XRO) Reveal About the Next Generation of Growth Stocks? - Kalkine Media | Xero (ASX:XRO) share price falls 3% as CEO sells shares - Rask Media | What Does Xero's (ASX:XRO) Latest Share Price Decline Mean for Investors? - Kalkine | What did Morningstar subscribers buy and sell during June? - Morningstar Australia",,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
15,near_miss,JBH.AX,JB HI-FI LTD,66.07,7223696384,-2.25,-0.75,-19.5,0.63,20D <= -15.0%,,JB Hi-Fi (ASX:JBH): Can Australia's Record-Breaking Retailer Keep Its Winning Streak Alive? - Kalkine | Why Is JB Hi-Fi (ASX:JBH) Balancing Record Results With Changing Retail Conditions? - Kalkine Media | Are JB Hi Fi (ASX:JBH) Shares Undervalued After Solid FY 2026 Earnings? - simplywall.st | JB Hi-Fi reports profit and dividend growth in FY26 results - The Motley Fool Australia | JB Hi-Fi (ASX:JBH) lifts payout to 75% as dividend policy re-rates the story - Stocks Down Under,,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
16,near_miss,NWL.AX,NETWEALTH GROUP LTD,19.79,4909423616,-2.15,-3.47,-19.19,0.72,20D <= -15.0%,,"Netwealth Group (ASX:NWL): Why This Could Be One ASX Financial Stock Investors May Be Watching Into September - Kalkine | Is Netwealth (ASX:NWL) Still Winning The Platform Race? - Kalkine Media | Netwealth Shares Bounce 22%, As Momentum Shifts: The Latest - thebull.com.au | 2 ASX 200 stocks that could rise 31% and 121% - The Motley Fool Australia | Netwealth Group (ASX:NWL) Falls — Is Its Premium Valuation Coming Under Pressure? - Kalkine",,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
17,near_miss,VUL.AX,VULCAN ENERGY RESOURCES LTD,2.56,1225371520,-1.92,-5.88,-16.61,0.65,20D <= -15.0%,,Why Is Vulcan Energy Resources (ASX:VUL) Advancing Its European Lithium Ambitions? - Kalkine Media | Vulcan Energy Resources (ASX: VUL) Drops — Can the Company Regain Investor Confidence? - Kalkine | Vulcan Energy Resources quarterly update: Lionheart milestone reached - The Motley Fool Australia | Vulcan Energy Resources Ltd. Actuals & Estimates (ASX:VUL) - TradingView | Is Vulcan Energy (ASX:VUL) Quietly Recasting Its Board For Deeper Mining Credibility And ESG Scrutiny? - simplywall.st,,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
18,near_miss,NCK.AX,NICK SCALI LTD,14.63,1251314048,-1.81,0.21,-15.53,0.71,20D <= -15.0%,,Why is Nick Scali (ASX:NCK) leaning harder on the UK? - Kalkine Media | Nick Scali (ASX:NCK): Why This Could Be a September Retail and Consumer Stock to Watch - Kalkine | Nick Scali shares in focus after 22% NPAT jump in FY26 earnings - The Motley Fool Australia | When Should You Buy Nick Scali Limited (ASX:NCK)? - simplywall.st | Nick Scali sinks despite H1 beat as January trading update spooks investors - Market Index,,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
19,near_miss,TNE.AX,TECHNOLOGY ONE LTD,29.16,9546066944,-1.75,-9.41,-12.33,1.83,5D <= -8.0%,,Technology One Limited (ASX:TNE): Could the ASX Tech Rebound Put This Growth Stock Back in Focus? - Kalkine | Could TechnologyOne (ASX:TNE) Become a Defining Australian SaaS Story? - Kalkine Media | Chart of the Week: Why ASX tech is poised for a comeback - Morningstar Australia | TechnologyOne is the lone bright spot in a brutal year for ASX tech - Market Index | How Investors May Respond To Technology One (ASX:TNE) Elevating CFO Into Regulated-Industries Leadership Role - simplywall.st,,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
20,near_miss,HUB.AX,HUB24 LTD,72.18,5902431232,-1.65,-1.61,-19.24,1.05,20D <= -15.0%,,"HUB24 Limited (ASX:HUB) Share Price Falls as Investors Assess Growth Expectations and FY26 Outlook - Kalkine | Why Is HUB24 (ASX:HUB) in Focus as Rate Fears Return? - Kalkine Media | HUB24 Limited's (ASX:HUB) latest 10.0% decline adds to one-year losses, institutional investors may consider drastic measures - simplywall.st | 3 overvalued ASX shares going into earnings - Morningstar Australia | Why this struggling ASX tech stock could surprise investors - The Motley Fool Australia",,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
21,near_miss,CMW.AX,CROMWELL PROPERTY GROUP,0.37,968980672,-1.33,-1.33,-15.91,0.66,20D <= -15.0%,,Cromwell Property Group (ASX:CMW) Gains Ground—Can Portfolio Repositioning Lift Returns? - Kalkine | Cromwell Property Group (ASX:CMW) Shares Hinge On Yield Or Manager Shift - simplywall.st | Cromwell Property Group (ASX:CMW) FY26 FFO Rises 5% as Assets Under Management Grow to $4.7 Billion - Kalkine | ASX:CMW Cromwell Property Group: Why Is Growth Back in Focus? - Kalkine Media | CMW Forecast — Price Target — Prediction for 2027 - TradingView,,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
22,near_miss,SLC.AX,SUPERLOOP LTD,2.71,1394874624,-1.09,-4.58,-16.1,0.63,20D <= -15.0%,,What Is Driving Superloop (ASX:SLC) To Record Earnings? - Kalkine Media | Superloop (ASX:SLC) Shares Advance on Moderate Volume — What Investors Are Watching? - Kalkine | Superloop Limited (ASX:SLC) Shares Slammed 26% But Getting In Cheap Might Be Difficult Regardless - simplywall.st | SLC Forecast — Price Target — Prediction for 2027 - TradingView | Superloop shares rocket on major acquisition and strong profits - The Motley Fool Australia,,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
23,near_miss,IPH.AX,IPH LTD,3.32,851537088,-0.9,-1.48,-17.82,0.67,20D <= -15.0%,,IPH (ASX: IPH): IPH in Focus: What Investors Should Be Watching Next - Kalkine | CITIWARRANTS 2.6918 IPH MINI LONG (ASX:IPHKOA) - intelligentinvestor.com.au | IPH Ltd FY26 earnings: resilient profit growth and higher dividend - The Motley Fool Australia | Why IPH Ltd (ASX:IPH) Could Be One to Watch in September - Kalkine | 1 ASX dividend stock down 18% I’d buy today! - The Motley Fool Australia,,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
24,near_miss,L1G.AX,L1 GROUP LTD,1.17,3002865152,-0.85,-10.0,7.03,0.56,5D <= -8.0%,,"L1G Stock Price and Chart — ASX:L1G - TradingView | Why are L1 Group (ASX:L1G) Shares up Nearly 9% Today? - Kalkine | L1 Group Limited (ASX:L1G) - Shares, Dividends & News - intelligentinvestor.com.au | Why Brazilian Rare Earths, L1 Group, Silver Mines, and Xero shares are dropping today - The Motley Fool Australia | L1 Group Shares Pull Back 25% in March Following Rally – The Latest - thebull.com.au",,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
25,near_miss,WA1.AX,WA1 RESOURCES LTD,11.04,820761920,-0.63,-1.25,-18.28,0.41,20D <= -15.0%,,"ASX Emerging Resources Stocks for September 2026: WA1 Resources, Black Cat Syndicate and Aurelia Metals in Focus - Kalkine | Breakeven On The Horizon For WA1 Resources Ltd (ASX:WA1) - simplywall.st | We Might See A Profit From WA1 Resources Ltd (ASX:WA1) Soon - Yahoo Finance | WA1 Resources expands Luni resource and strengthens cash position in June quarter - The Motley Fool Australia | WA1 Forecast — Price Target — Prediction for 2027 - TradingView",,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
26,near_miss,QAL.AX,QUALITAS LTD,2.66,801789248,-0.37,-6.98,-16.36,0.38,20D <= -15.0%,,Qualitas (ASX: QAL) - Why This Real Estate Credit Stock Is Under Watch - Kalkine | Need To Know: The Consensus Just Updated Its Qualitas Limited (ASX:QAL) Estimates For 2026 - simplywall.st | 4 ASX shares scoring upgraded ratings this week - The Motley Fool Australia | QAL Forecast — Price Target — Prediction for 2027 - TradingView | Qualitas (ASX:QAL) Shares Climb as Private Credit Heavyweight Quietly Extends Its Recovery - Kalkine,,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
27,near_miss,DRO.AX,DRONESHIELD LTD,1.75,1614508416,-0.29,-1.13,-17.69,0.32,20D <= -15.0%,,DroneShield (ASX:DRO): Why Global Defence Spending is Putting This Counter-Drone Stock on Every Watchlist - Kalkine | 3 reasons to buy DroneShield shares after their 74% decline - The Motley Fool Australia | DroneShield (ASX:DRO) Leads ASX’s Most Shorted Shares - Kalkine Media | Hedge funds circle hyped-up ASX stocks that make ‘SpaceX look cheap’ - AFR | DroneShield (ASX:DRO) share price falls 10% on HY26 trading update - Rask Media,,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
28,near_miss,FLT.AX,FLIGHT CENTRE TRAVEL GROUP L,11.45,2344803584,-0.26,-2.47,-15.44,0.68,20D <= -15.0%,downgrade,"Buy, hold, sell: Dicker Data, Polynovo, Flight Centre shares - The Motley Fool Australia | Why it’s not all bad news for Flight Centre following downgrade - Morningstar Australia | Flight Centre Travel Group (ASX:FLT): What’s Behind the Lift? - Kalkine Media | Is Flight Centre Travel Group (ASX:FLT) Positioned for a Turnaround as Travel Trends Evolve? - Kalkine | Flight Centre Travel Group delivers record year despite Q4 challenges - The Motley Fool Australia",,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
29,near_miss,ABB.AX,AUSSIE BROADBAND LTD,4.13,1302705536,-0.24,-2.66,-15.66,0.94,20D <= -15.0%,,"Aussie Broadband (ASX:ABB) Going Ex-Dividend: Stock Investors Should Watch Tomorrow - Kalkine | Aussie Broadband Limited (ASX:ABB) Passed Our Checks, And It's About To Pay A AU$0.036 Dividend - simplywall.st | Aussie Broadband Executes Buy-Back of 316,768 Shares on September 7, 2026 - Kalkine Media | Ex-Dividend Tomorrow: HiTech Group Australia (ASX:HIT), Aussie Broadband (ASX:ABB) and Big River Industries (ASX:BRI) in Focus - Kalkine | Why Is Aussie Broadband (ASX:ABB) in Focus Among Technology Stocks as Digital Earnings Regain Attention? - Kalkine Media",,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
30,near_miss,PNI.AX,PINNACLE INVESTMENT MANAGEME,14.95,3602725888,-0.13,-1.39,-18.74,1.46,20D <= -15.0%,,Pinnacle Investment Management (ASX:PNI): How a Multi-Manager Platform Is Expanding Its Global Investment Reach - Kalkine | Macquarie says this ASX financial share could jump 65% - The Motley Fool Australia | Why Is Pinnacle Investment Management Group (ASX:PNI) in Focus Across Mid Cap Stocks? - Kalkine Media | Pinnacle Investment Management Group Limited (ASX:PNI): Could Higher Rates and Stronger Margins Put This Financial Stock in Focus? - Kalkine | How Index Exit and Margin Strain Will Impact Pinnacle Investment Management Group (ASX:PNI) Investors - simplywall.st,,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
31,near_miss,PLS.AX,PLS GROUP LTD,4.93,15892454400,0.0,-9.21,6.31,0.71,5D <= -8.0%,,"PLS Group Limited Issues 8,145 Ordinary Shares on Conversion of KMP Performance Rights - Kalkine | Buy, hold, sell: NAB, PLS Group, Wesfarmers shares - The Motley Fool Australia | PLS Group Limited Issues 8,145 Shares Following Conversion of KMP Performance Rights - Kalkine Media | Lithium’s latest drop and what it means for ASX investors - Morningstar Australia | Lunch Wrap: BHP hits record as miners fire up; PLS brings divvy back - Stockhead",,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
32,near_miss,SIQ.AX,SMARTGROUP CORP LTD,11.22,1458353024,0.04,2.93,-16.1,1.98,20D <= -15.0%,,Will Smartgroup (ASX:SIQ) Keep Its Dividend Run Going? - Kalkine Media | Smartgroup Corporation Ltd (ASX:SIQ) Retreats: What Could Reignite Growth Momentum? - Kalkine | Guess which ASX 300 stock is outperforming today on $20 million buyback news - The Motley Fool Australia | Insights: Smartgroup Corporation Ltd (ASX:SIQ) - smallcaps.com.au | Does Smartgroup (ASX:SIQ) EV Leasing Surge Reveal a Durable Edge in Employee Services? - simplywall.st,,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
33,near_miss,GDG.AX,GENERATION DEVELOPMENT GROUP,3.37,1347721984,0.3,10.48,-15.9,0.97,20D <= -15.0%,,Generation Development Group (ASX:GDG): Is the Market Underestimating This Financials Name? - Kalkine | Generation Development Group FY26 earnings: Record inflows and FUM growth - The Motley Fool Australia | Generation Development Group (ASX:GDG) Shares Drift As FUM Strength Meets Thin Margins - simplywall.st | Generation Development Group (ASX:GDG) Tomorrow’s Ex-Dividend Stocks: What to Know - Kalkine | Generation Development Group posts 36% lift in FUM and record inflows for FY26 - The Motley Fool Australia,,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
34,near_miss,LTR.AX,LIONTOWN LTD,1.2,3813407744,0.84,-8.43,1.27,0.61,5D <= -8.0%,,"Liontown Limited (ASX: LTR) Sinks 5.3% as More Than 30 Million Shares Change Hands - Kalkine | Down 43%! What on earth happened with Liontown shares in July? - The Motley Fool Australia | Liontown Shares Dive 43% in July, To Claim Most Oversold Crown - thebull.com.au | Liontown Ltd (ASX:LTR): Worth Watching After Today Rise? - Kalkine | Why are Liontown shares crashing 11% on Thursday? - The Motley Fool Australia",,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
35,near_miss,MFG.AX,MAGELLAN FINANCIAL GROUP LTD,8.92,2610062592,1.36,2.53,-16.69,0.72,20D <= -15.0%,,"How Investors May Respond To Magellan Financial Group Stock As Earnings Slip And Dividend Lands - simplywall.st | Magellan Financial Group (ASX:MFG): Barrenjoey Merger, Asset Management Reset and FY26 Results in Focus - Kalkine | What Just Happened With Magellan Financial Group (ASX:MFG) Shares? - simplywall.st | Magellan Financial Group (ASX:MFG): What Just Happened? - Kalkine Media | Magellan Financial Group posts FY26 earnings; to rebrand as Barrenjoey - The Motley Fool Australia",,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
36,near_miss,ELV.AX,ELEVRA LITHIUM LTD,7.75,1495911552,2.92,-9.88,-8.93,1.13,5D <= -8.0%,,Elevra Lithium Ltd (ASX:ELV) NAL Expansion Pre-Feasibility Study - ABN Newswire | Are Elevra Lithium (ASX:ELV) Watchers Reading The Reset Right? - Kalkine Media | Elevra Lithium (ASX:ELV) Remains in Focus Following Financing Package and Portfolio Simplification Update - Kalkine | Is Elevra Lithium (ASX:ELV) Undervalued On Its Fresh Q4 Production Update? - Yahoo Finance | What Does Elevra Lithium (ASX:ELV) Reveal About the Future of North American Lithium? - Kalkine Media,,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
37,near_miss,CU6.AX,CLARITY PHARMACEUTICALS LTD,2.37,884202432,4.41,1.72,-17.13,1.19,20D <= -15.0%,,Clarity Pharmaceuticals Ltd (ASX:CU6) Stock Slides: What Investors Should Know - Kalkine | Clarity Pharmaceuticals Shares Close At 52-Week Low: The Latest - thebull.com.au | Clarity Pharmaceuticals (ASX:CU6): Why This ASX Healthcare Stock Investors May Be Watching Closely - Kalkine | Clarity Pharmaceuticals (ASX:CU6) Advances SECuRE Trial With Additional Complete Responses - Kalkine | Clarity Pharmaceuticals (ASX:CU6) Plunges as Clinical-Stage Biotech Sell-Off Continues - Kalkine,,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
38,near_miss,EQR.AX,EQ RESOURCES LTD,0.38,1988194816,5.48,-9.41,24.19,0.83,5D <= -8.0%,,EQ Resources (ASX:EQR) Shares Fall Despite August Revenue Hitting Record A$55.1 Million on Tungsten Ramp-Up - Kalkine | EQR Stock Price and Chart — ASX:EQR - TradingView | Resources Top 5: EQ Resources breaks tungsten record as Anson lands $357m lithium boost - Stockhead | EQ Resources Surges on Forrest's AU$189.7M Investment - Investing News Network | EQ Resources posts record July revenue as production surges - The Motley Fool Australia,,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
