rank,signal_type,ticker,company,last_price,market_cap_aud_approx,one_day_pct,five_day_pct,twenty_day_pct,volume_spike_vs_20d,trigger,avoid_flags,news_headlines,openai_score,openai_classification,openai_rationale,manual_review_notes,error
13,near_miss,KLS.AX,KELSIAN GROUP LTD,4.28,1162690688,-2.51,-8.55,-3.39,0.67,5D <= -8.0%,,Why Kelsian Group (ASX:KLS) shares are falling today - Kalkine | Kelsian Group (ASX:KLS) Shares Trail Record Earnings As Dividend Strain Lingers - simplywall.st | Kelsian Group (ASX:KLS) Delivers Record FY26 Earnings and Lifts Dividend to 18 Cents - Kalkine | KLS Forecast — Price Target — Prediction for 2027 - TradingView | This ASX stock just won an $80 million contract. So why are shares falling today? - The Motley Fool Australia,,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
14,near_miss,NEU.AX,NEUREN PHARMACEUTICALS LTD,20.5,2598866432,-2.47,-8.73,13.89,0.57,5D <= -8.0%,,"Neuren Pharmaceuticals (ASX:NEU) Shares Trade On Premium Despite Margin Compression - simplywall.st | Investors Are Watching Neuren Pharmaceuticals Ltd (ASX:NEU): What's Behind the Share Price Move? - Kalkine | Buy, hold, sell: Whitehaven, Endeavour, Neuren Pharmaceuticals shares - The Motley Fool Australia | Neuren declares interim dividend following royalty growth - grafa.com | Neuren Pharmaceuticals (ASX:NEU) US$35m EU trigger puts royalties back in focus - Stocks Down Under",,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
15,near_miss,QAL.AX,QUALITAS LTD,2.85,859059840,-2.4,-11.49,-5.94,1.92,5D <= -8.0%,,Qualitas (ASX: QAL) - Why This Real Estate Credit Stock Is Under Watch - Kalkine | Need To Know: The Consensus Just Updated Its Qualitas Limited (ASX:QAL) Estimates For 2026 - simplywall.st | 4 ASX shares scoring upgraded ratings this week - The Motley Fool Australia | Qualitas (ASX:QAL): Why Is an ASX 300 Entry in Focus? - Kalkine Media | QAL Forecast — Price Target — Prediction for 2027 - TradingView,,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
16,near_miss,CHN.AX,CHALICE MINING LTD,1.37,533352160,-2.01,-8.56,22.6,0.56,5D <= -8.0%,,Chalice Mining (ASX: CHN) Remains a Key Critical Minerals Watchlist Stock Despite Sell-Off - Kalkine | ASX Penny Stocks To Watch In June 2026 - simplywall.st | CHN Forecast — Price Target — Prediction for 2027 - TradingView | This ASX mining stock is up 120% in a year. Can the rally continue? - The Motley Fool Australia | Chalice Mining (ASX:CHN): Critical Minerals ASX Stock Worth Watching - Kalkine,,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
17,near_miss,IPH.AX,IPH LTD,3.32,851537088,-1.78,-2.53,-15.65,0.83,20D <= -15.0%,,"IPH (ASX:IPH): Global Intellectual Property Leadership Backs a Growing Dividend - Kalkine | IPH Ltd FY26 earnings: resilient profit growth and higher dividend - The Motley Fool Australia | IPH (ASX:IPH)Dividend Yield in Focus, Stock on Radar of Income Investors - Kalkine | IPH Forecast — Price Target — Prediction for 2027 - TradingView | ASX Dividend Stocks: A 10-11% yielder that's become a dividend trap - Market Index",,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
18,near_miss,MP1.AX,MEGAPORT LTD,16.84,4082697728,-1.26,-8.35,-6.93,0.55,5D <= -8.0%,,Two ASX data centre stocks rated a buy - The Motley Fool Australia | Megaport Limited (ASX:MP1) Just Reported Annual Earnings And Analysts Are Lifting Their Estimates - simplywall.st | Why Is Megaport (ASX:MP1) Share Price Under Pressure? - Kalkine | AI driving growth for ASX tech share - Morningstar Australia | Can Megaport (ASX:MP1) Rally Further on AI Contracts? - Kalkine Media,,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
19,near_miss,ELV.AX,ELEVRA LITHIUM LTD,8.27,1401198208,-1.25,-8.87,10.92,1.27,5D <= -8.0%,,"Elevra Lithium (ASX:ELV) Shares in Focus After Revenue Growth, Record Mining and Expansion Progress - Kalkine | Elevra Lithium Limited (ASX: ELV) FY26 Full Year Results Announcement - marketscreener.com | Do Weaker Recoveries Challenge Elevra Lithium’s Cost Profile And Earnings Quality Story (ASX:ELV)? - simplywall.st | Is Elevra Lithium (ASX:ELV) Undervalued On Its Fresh Q4 Production Update? - Yahoo Finance | Elevra Lithium (ASX:ELV): Should You Consider Stock After Sharp Drop? - Kalkine",,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
20,near_miss,CHC.AX,CHARTER HALL GROUP,19.65,9292029952,-0.98,-5.14,-15.8,1.29,20D <= -15.0%,,Charter Hall Group (ASX:CHC) Growth Profile Remains Favourable Amid Property Market Repricing - Kalkine | Charter Hall Group (ASX:CHC) Is Down 5.9% After Strong FY26 Profit Lift Has The Bull Case Changed? - simplywall.st | ASX property share lifts guidance despite sector headwinds - Morningstar Australia | Charter Hall (ASX:CHC) lifts FY26 guidance yet again as $6.5bn inflows hit record - Stocks Down Under | Charter Hall posts $488.1M FY26 operating earnings - grafa.com,,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
21,near_miss,DOW.AX,DOWNER EDI LTD,6.53,4306634752,-0.98,-0.83,-16.0,0.66,20D <= -15.0%,,Downer EDI (ASX: DOW): Downer Shares Hold Firm - Is the Infrastructure Turnaround Becoming Harder to Ignore? - Kalkine | DOW and Cochlear Ltd: 2 ASX shares to dig into - Rask Media | Why Downer EDI (ASX:DOW) Is Down 10.5% After Profits Rose On Lower Revenue And New Contracts - simplywall.st | Downer EDI posts stronger margin and profit in FY26 earnings - The Motley Fool Australia | REA Group (ASX:REA) and Downer EDI (ASX:DOW): Hidden Value? - Kalkine Media,,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
22,near_miss,MND.AX,MONADELPHOUS GROUP LTD,28.98,2913145344,-0.41,-9.97,-0.99,0.38,5D <= -8.0%,,Does Monadelphous Group’s (ASX:MND) Record FY26 Dividend Reveal a New Capital Allocation Playbook? - simplywall.st | Monadelphous (ASX:MND) Shares Sink 10% Despite Record Revenue and Profit — What's Driving the Sell-Off? - Kalkine | Monadelphous reports $2.98B full year revenue - grafa.com | What Does Monadelphous (ASX:MND) Signal for Industrial Stocks? - Kalkine Media | Monadelphous Group Ltd (ASX:MND): Understanding Today Decline - Kalkine,,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
23,near_miss,RFF.AX,RURAL FUNDS TRUST,1.92,749047616,-0.41,-8.04,-11.43,1.31,5D <= -8.0%,,Rural Funds Group (ASX:RFF) Shares Eye Value As AFFO Stalls - simplywall.st | Rural Funds Group (ASX:RFF) Share Price and Business Update - Kalkine | Rural Funds Group (ASX:RFF): Why This Farmland REIT Is Turning Heads - Kalkine Media | Rural Funds Group (ASX:RFF) Shares Edge Higher as Investors Monitor Agricultural Property Exposure - Kalkine | 3 top ASX dividend shares for income investors to buy - The Motley Fool Australia,,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
24,near_miss,NHF.AX,NIB HOLDINGS LTD,6.74,3292827648,0.22,-8.99,-10.2,0.19,5D <= -8.0%,,nib Holdings (ASX:NHF) Shares Sink Ahead of FY26 Results as Guidance Takes Centre Stage - Kalkine | nib holdings (ASX:NHF) Dividend Surprise Raises Fresh Value Debate - Kalkine Media | Should Weakness in nib holdings limited's (ASX:NHF) Stock Be Seen As A Sign That Market Will Correct The Share Price Given Decent Financials? - simplywall.st | Could nib holdings (ASX:NHF) Keep Its Dividend Appeal Intact? - Kalkine Media | Nib Holdings (ASX:NHF) Falls Quietly on ASX—Is This a Hidden Sentiment Shift in Insurance Stocks? - Kalkine,,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
25,near_miss,HSN.AX,HANSEN TECHNOLOGIES LTD,3.46,708682240,0.43,7.94,-16.81,0.44,20D <= -15.0%,,Hansen Technologies (ASX: HSN) Down Over 32% in a Month — Why Is the Stock Falling Despite Higher Profit? - Kalkine | Is Hansen Technologies (ASX:HSN) Using AI Partnerships to Deepen Its Utility Software Moat? - simplywall.st | Is Hansen Technologies' (ASX:HSN) M&A Tilt and Buyback Focus Quietly Redefining Its Investment Story? - Yahoo Finance | Hansen Technologies (ASX:HSN) Trades Ex-Dividend as 5-Cent Final Payout Follows FY26 Earnings Growth - Kalkine | Could Hansen Technologies (ASX:HSN) Be Ready for Its Next Big Move? - Kalkine Media,,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
26,near_miss,MAF.AX,MA FINANCIAL GROUP LTD,6.2,1223086464,0.49,-8.26,9.9,0.39,5D <= -8.0%,,"MA Financial Group Ltd (ASX:MAF): What's Behind the Wealth Manager's Share Price Drop - Kalkine | MA Financial's (ASX:MAF) Goes Ex-Dividend on 25 August, Stock on Investor’s Watch - Kalkine | MA Financial Group (ASX:MAF) Shares Trail EPS Surge As Margins Tighten - simplywall.st | MA Financial delivers record 1H26 earnings and lifts dividend - The Motley Fool Australia | MA Financial (ASX:MAF) $14.8bn AUM, $179bn Finsure record and a $1bn quarter for MA Money - Stocks Down Under",,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
27,near_miss,EDV.AX,ENDEAVOUR GROUP LTD/AUSTRALI,3.1,5557771264,1.14,-8.7,-11.06,0.19,5D <= -8.0%,,"What did Morningstar subscribers buy and sell in April? - Morningstar Australia | This beaten-down ASX 200 stock just jumped 5%. Is the market too negative? - The Motley Fool Australia | Endeavour Group Limited's (ASX:EDV) top owners are retail investors with 46% stake, while 34% is held by institutions - simplywall.st | Australian Stocks: 7 of the Best ASX Companies to Invest In Now - US News Money | Sell alert! Why these experts are calling time on Endeavour and PLS shares - The Motley Fool Australia",,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
28,near_miss,JBH.AX,JB HI-FI LTD,67.58,7388790784,2.36,-0.51,-15.97,0.55,20D <= -15.0%,,JB Hi-Fi Ltd (ASX:JBH): Delivering Consistent Dividends Amid Retail Headwinds - Kalkine | Only Three Days Left To Cash In On JB Hi-Fi's (ASX:JBH) Dividend - webull.com | Down 14% today: Are JB Hi-Fi shares now a bargain-bin buy? - The Motley Fool Australia | JB Hi-Fi (ASX:JBH) Lifts Its Final Dividend as FY26 Sales Reach a New High - Kalkine | Why Could JB Hi-Fi (ASX:JBH) Stand Out as Consumer Demand Changes? - Kalkine Media,,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
