rank,signal_type,ticker,company,last_price,market_cap_aud_approx,one_day_pct,five_day_pct,twenty_day_pct,volume_spike_vs_20d,trigger,avoid_flags,news_headlines,openai_score,openai_classification,openai_rationale,manual_review_notes,error
11,near_miss,MP1.AX,MEGAPORT LTD,16.32,3963948800,-0.49,-4.34,-19.05,0.7,20D <= -15.0%,,"Thought for 3s Why Is Megaport (ASX:MP1) Seeking New Share Quotation? - Kalkine Media | AI driving growth for ASX tech share - Morningstar Australia | Is Rising Volume Signaling Selling Pressure in Megaport (ASX:MP1) Shares? - Kalkine | Up 155% since April, is it too late to buy Megaport shares today? - The Motley Fool Australia | Megaport Limited (ASX:MP1) Just Reported Annual Earnings And Analysts Are Lifting Their Estimates - simplywall.st",,not_run,OpenAI classification not run. Add OPENAI_API_KEY to GitHub Actions secrets to enable it.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
12,near_miss,IPH.AX,IPH LTD,3.33,854101952,-0.3,-1.48,-18.9,0.95,20D <= -15.0%,,Why IPH Ltd (ASX:IPH) Could Be One to Watch in September - Kalkine | Why Are GQG Partners (ASX:GQG) and IPH (ASX:IPH) in Dividend Stocks Focus? - Kalkine Media | IPH Ltd FY26 earnings: resilient profit growth and higher dividend - The Motley Fool Australia | IPH director Katharine Mason increases shareholding in on‑market trade - The Globe and Mail | IPH Forecast — Price Target — Prediction for 2027 - TradingView,,not_run,OpenAI classification not run. Add OPENAI_API_KEY to GitHub Actions secrets to enable it.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
13,near_miss,HVN.AX,HARVEY NORMAN HOLDINGS LTD,4.22,5258147840,0.0,-6.22,-16.1,0.78,20D <= -15.0%,,Harvey Norman (ASX:HVN): What Investors May Watch Beyond the November Dividend - Kalkine | Harvey Norman (ASX:HVN) Shares Signal Value While Margins Keep Tightening - simplywall.st | Why Could Harvey Norman (ASX:HVN) Matter for Retail Stocks? - Kalkine Media | Harvey Norman penalised $35 million in ASIC court case - The Motley Fool Australia | Can Harvey Norman (ASX:HVN) Stay on the Value Stocks Radar? - Kalkine Media,,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
14,near_miss,CU6.AX,CLARITY PHARMACEUTICALS LTD,2.27,846894336,0.0,-2.99,-15.3,0.63,20D <= -15.0%,,"Clarity Pharmaceuticals (ASX:CU6): Why This ASX Healthcare Stock Investors May Be Watching Closely - Kalkine | Clarity Pharmaceuticals Ltd (ASX:CU6) Stock Slides: What Investors Should Know - Kalkine | Trade Alert: CEO, MD & Executive Director Of Clarity Pharmaceuticals Michelle Parker Has Sold Stock - simplywall.st | Buy, hold, sell: Clarity Pharmaceuticals, New Hope, and Orica shares - The Motley Fool Australia | Clarity Pharmaceuticals (ASX:CU6) Advances SECuRE Trial With Additional Complete Responses - Kalkine",,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
15,near_miss,CAR.AX,CAR GROUP LTD,25.78,9772432384,0.19,-8.68,-5.6,0.41,5D <= -8.0%,,Undervalued ASX share drives earnings growth despite AI fears - Morningstar Australia | CAR Group (ASX:CAR) Shares Retreat With FY27 Growth Outlook in Focus - Kalkine | Are CAR Group shares finally a buy after strong results? - The Motley Fool Australia | What Is Keeping REA (ASX:REA) and CAR Group (ASX:CAR) in Focus Among Communication Stocks? - Kalkine Media | Undervalued tech share oversold on AI fears - Morningstar Australia,,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
16,near_miss,NCK.AX,NICK SCALI LTD,14.6,1248748160,0.21,-1.88,-15.26,1.09,20D <= -15.0%,,What's Behind the Nick Scali (ASX:NCK) Share Price Fall? - Kalkine | Nick Scali (ASX:NCK): Why This Could Be a September Retail and Consumer Stock to Watch - Kalkine | Why Could Nick Scali (ASX:NCK) Enter the Retail Stocks Spotlight? - Kalkine Media | When Should You Buy Nick Scali Limited (ASX:NCK)? - simplywall.st | NCK Forecast — Price Target — Prediction for 2027 - TradingView,,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
17,near_miss,JBH.AX,JB HI-FI LTD,66.51,7271803392,0.24,0.74,-19.9,0.85,20D <= -15.0%,,JB Hi-Fi (ASX:JBH): Retail Execution Remains Key After FY26 Growth - Kalkine | How JB Hi-Fi’s 2026 Earnings Call Commentary May Reframe Its Margin Story for (ASX:JBH) Investors - simplywall.st | JB Hi-Fi (ASX: JBH) Gets Hit by Rate-Hike Fears — Is the Retail Sell-Off Overdone? - Kalkine | Can JB Hi-Fi (ASX:JBH) Stay on the Consumer Stocks Radar? - Kalkine Media | JB Hi-Fi reports profit and dividend growth in FY26 results - The Motley Fool Australia,,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
18,near_miss,RPL.AX,REGAL PARTNERS LTD,2.42,561197440,0.41,-11.68,-12.9,0.83,5D <= -8.0%,,Regal Partners (ASX:RPL): Record Fund Flows and Performance Fees Amid Leadership Transition - Kalkine | Could this be the best ASX dividend share to buy now? - The Motley Fool Australia | Analysts' Revenue Estimates For Regal Partners Limited (ASX:RPL) Are Surging Higher - simplywall.st | Regal Partners Ltd (ASX:RPL): The Hidden Story Behind Its Strong Dividend Appeal - Kalkine Media | Regal Partners (ASX:RPL) Falls Around Despite Strong Earnings Growth — Is the Stock Undervalued? - Kalkine,,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
19,near_miss,BRE.AX,BRAZILIAN RARE EARTHS LTD,3.67,1013484224,0.82,-11.14,-17.71,0.5,5D <= -8.0%; 20D <= -15.0%,,"Brazilian Rare Earths (ASX:BRE): From Exploration Success to Integrated Rare Earths Development - Kalkine | Why Is Brazilian Rare Earths Limited (ASX:BRE) in Focus? - Kalkine Media | Insiders In Brazilian Rare Earths Still Down 33% On AU$90.2m Investment - simplywall.st | Following a key approval, one broker tips 80% upside for this ASX rare earths stock - The Motley Fool Australia | Brazilian Rare Earths (ASX:BRE) Share Price Surges Today – Heres’ Why - Kalkine",,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
20,near_miss,INA.AX,INGENIA COMMUNITIES GROUP,3.63,1479527296,0.83,-4.52,-18.31,0.89,20D <= -15.0%,,Ingenia Communities (ASX:INA) offloads A$124m of NSW assets at book value flat - Stocks Down Under | Ingenia Communities Group (ASX:INA): A Larger Development Pipeline Changes the Long-Term Story - Kalkine | Ingenia Communities Group (ASX:INA) Shares Chase One Off Profit Glow - simplywall.st | Ingenia Communities (ASX:INA): Can Yield and Asset Values Drive a September Re-Rating? - Kalkine | Ingenia Communities Group shares paused pending announcement - The Motley Fool Australia,,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
21,near_miss,DOW.AX,DOWNER EDI LTD,6.39,4211078144,0.95,-0.71,-17.36,1.01,20D <= -15.0%,,Downer EDI (ASX:DOW): Final Dividend Lifts Full-Year Shareholder Distribution - Kalkine | Why Could Downer EDI (ASX:DOW) Enter the Value Stocks Spotlight? - Kalkine Media | ASX Stocks Going Ex-Dividend Tomorrow: Downer EDI (ASX:DOW) - Kalkine | REA and Downer EDI Ltd: 2 ASX shares to dig into - Rask Media | Downer (ASX:DOW) Shares Fall As Margin Gains Meet Revenue Drag - simplywall.st,,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
22,near_miss,MAD.AX,MADER GROUP LTD,6.25,1271635840,0.97,-2.04,-17.11,3.73,20D <= -15.0%,,"Mader Group Ltd (ASX:MAD) Shares Hit Fresh 52-Week Low: What Investors Should Know - Kalkine | Record FY26 Profitability and EPS Lift Could Be A Game Changer For Mader Group (ASX:MAD) - simplywall.st | Mader Group (ASX:MAD): Bearish Engulfing and Trendline Breakdown Signal Downside Risk - Kalkine | This ASX industrials stock just jumped 4% in a single day and is tipped to keep climbing - The Motley Fool Australia | Mader Group Limited (ASX:MAD) insiders still own 68% despite recent sales, but recent decline may have cost them - Yahoo Finance",,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
23,near_miss,SXE.AX,SOUTHERN CROSS ELECTRICAL,4.1,1264807040,0.99,-8.89,-10.28,0.94,5D <= -8.0%,,"Southern Cross Electrical Engineering (ASX:SXE) Reported Weaker Earnings, Is The Stock Fairly Valued? - simplywall.st | Why Southern Cross Electrical Engineering (ASX:SXE) Is Testing Market Confidence - Kalkine | ASX growth stocks: Analysts just hiked this stock's target price by 46% - Market Index | Electrical contractor SCEE gets its $150m raise at razor-thin discount - AFR | Southern Cross Electrical (ASX:SXE) Raises $150m and Upgrades Guidance as Data Centre Demand Surges - Stocks Down Under",,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
24,near_miss,HUB.AX,HUB24 LTD,74.1,6059436544,0.99,-2.56,-18.2,0.85,20D <= -15.0%,,Why HUB24 (ASX:HUB) Could Be One ASX Stock to Watch in September - Kalkine | HUB24 Limited (ASX:HUB) Share Price Falls as Investors Assess Growth Expectations and FY26 Outlook - Kalkine | 3 overvalued ASX shares going into earnings - Morningstar Australia | HUB Forecast — Price Target — Prediction for 2027 - TradingView | Why this struggling ASX tech stock could surprise investors - The Motley Fool Australia,,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
25,near_miss,NWL.AX,NETWEALTH GROUP LTD,20.54,5040448512,1.13,-4.47,-17.54,1.09,20D <= -15.0%,,"Netwealth Group (ASX:NWL): Why This Could Be One ASX Financial Stock Investors May Be Watching Into September - Kalkine | Is Netwealth Group (ASX:NWL) in Focus Among Midcap Stocks? - Kalkine Media | Netwealth Shares Bounce 22%, As Momentum Shifts: The Latest - thebull.com.au | 2 ASX 200 stocks that could rise 31% and 121% - The Motley Fool Australia | Is Netwealth (ASX:NWL) Changing the Financial Stocks Debate? - Kalkine Media",,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
26,near_miss,CNI.AX,CENTURIA CAPITAL GROUP,1.24,1236721536,1.23,3.78,-16.55,1.49,20D <= -15.0%,,Centuria Capital Group (ASX:CNI) Share Price in Focus as Real Estate Stocks Slip - Kalkine | 9 ASX 200 shares with strengthened buy ratings this week - The Motley Fool Australia | How Did Centuria Capital Group (ASX:CNI) Shift the Financial Stocks View? - Kalkine Media | Centuria Capital Group (ASX: CNI) Falls Despite Record AUM as Property Concerns Weigh - Kalkine | Centuria Capital Group H1 Losses Deepen And Reinforce Bearish Margin Concerns - simplywall.st,,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
27,near_miss,MFG.AX,MAGELLAN FINANCIAL GROUP LTD,8.56,2504723712,3.01,-7.26,-15.53,1.2,20D <= -15.0%,,"Magellan Financial Group (ASX:MFG) Income Case Puts Investment Performance Under the Spotlight - Kalkine | Buy, hold, sell: South32, Australian Finance Group, Magellan shares - The Motley Fool Australia | Magellan Financial Group (ASX:MFG) Climbs—Are Funds and Dividends Resetting the Debate? - Kalkine | Magellan Financial Group (ASX:MFG) Shares Sink As Fee Compression Deepens - simplywall.st | Which ASX Shares Have Just Received Fresh Broker Ratings? - Kalkine Media",,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
28,near_miss,PXA.AX,PEXA GROUP LTD,7.37,1296649856,3.22,-8.9,-3.41,0.73,5D <= -8.0%,,"Undervalued ASX share retains wide moat rating despite regulatory pressures - Morningstar Australia | PEXA Group (ASX:PXA) Shares Rebound, But What Comes Next? - Kalkine Media | Why PEXA Group (ASX:PXA) Is Back in the Spotlight After a Sharp ASX Drop - Kalkine | PEXA Group (ASX:PXA) Faces A Valuation Test Following The Proposed 20% Fee Cut - simplywall.st | 2 ASX 200 stocks that could rise 31% and 121% - The Motley Fool Australia",,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
29,near_miss,GGP.AX,GREATLAND RESOURCES LTD,11.51,7765422080,3.69,-11.87,-0.17,1.05,5D <= -8.0%,,Greatland Resources (ASX:GGP) Shares Slide as Gold Momentum Cools - Kalkine Media | Why Greatland Resources Ltd (ASX:GGP) Advanced on 17 August 2026 - Kalkine | Greatland Resources posts March quarter update - The Motley Fool Australia | Greatland Resources Shares ASX:GGP Face a New Market Test - Kalkine Media | Greatland Resources shares up strongly after it expands Telfer gold resource by 150% - Proactive financial news,,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
30,near_miss,BMN.AX,BANNERMAN ENERGY LTD,4.29,891511680,7.79,-8.72,28.06,0.75,5D <= -8.0%,,"Bannerman Energy (ASX:BMN) Enters Green Territory With Investors Tracking Major Project Progress - Kalkine | Bannerman Energy Ltd's (ASX:BMN) Shift From Loss To Profit - Yahoo Finance | Buy, hold, sell: Bannerman Energy, Saluda Medical, Bapcor shares - The Motley Fool Australia | We're Hopeful That Bannerman Energy (ASX:BMN) Will Use Its Cash Wisely - simplywall.st | ChartWatch ASX Scans: Paladin Energy, Bannerman Energy, Deep Yellow, Rio Tinto, Capstone Copper, Sandfire Resources - Market Index",,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
