rank,signal_type,ticker,company,last_price,market_cap_aud_approx,one_day_pct,five_day_pct,twenty_day_pct,volume_spike_vs_20d,trigger,avoid_flags,news_headlines,openai_score,openai_classification,openai_rationale,manual_review_notes,error
11,near_miss,ZIP.AX,ZIP CO LTD,2.38,2965294080,-2.46,-4.8,-15.3,0.68,20D <= -15.0%,,Why Zip shares took investors on a wild ride in August - The Motley Fool Australia | What Does Zip Co (ASX:ZIP)'s Record Profit and Higher Outlook Mean for Market participants? - kalkinemedia.com | ASX August 2026 Stocks Estimated Below Fair Value - simplywall.st | Why Zip Co (ASX:ZIP) Shares Are Trading Lower Today? - Kalkine | Zip Co reports record FY26 earnings and outlines growth strategy - The Motley Fool Australia,,not_run,OpenAI classification not run. Add OPENAI_API_KEY to GitHub Actions secrets to enable it.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
12,near_miss,SEK.AX,SEEK LTD,13.71,4907770880,-1.01,-5.01,-15.33,0.54,20D <= -15.0%,,"SEEK (ASX:SEK) Shares Gain as Investors Assess Earnings Growth and Digital Marketplace Progress - Kalkine | Why Is SEEK (ASX:SEK) Deepening AI Across Hiring Platform? - kalkinemedia.com | ASX growth share with attractive dividend - Morningstar Australia | Why CBA, Seek, and AGL shares are turning heads on Wednesday - The Motley Fool Australia | Seek Shares (SEK) Hit Decade Low as Pressures Mount: The Latest - thebull.com.au",,not_run,OpenAI classification not run. Add OPENAI_API_KEY to GitHub Actions secrets to enable it.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
13,near_miss,FLT.AX,FLIGHT CENTRE TRAVEL GROUP L,11.48,2350947072,-0.78,-2.55,-16.45,0.5,20D <= -15.0%,downgrade,Are Flight Centre Travel Group Ltd (ASX:FLT) shares good value in 2026? - Rask Media | Flight Centre Travel Group delivers record year despite Q4 challenges - The Motley Fool Australia | Flight Centre Travel Group (ASX:FLT): What’s Behind the Lift? - kalkinemedia.com | Why it’s not all bad news for Flight Centre following downgrade - Morningstar Australia | Is Flight Centre Travel Group (ASX:FLT) Positioned for a Turnaround as Travel Trends Evolve? - Kalkine,,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
14,near_miss,QAL.AX,QUALITAS LTD,2.67,804803456,-0.37,-5.34,-15.79,0.96,20D <= -15.0%,,Qualitas (ASX: QAL) - Why This Real Estate Credit Stock Is Under Watch - Kalkine | Need To Know: The Consensus Just Updated Its Qualitas Limited (ASX:QAL) Estimates For 2026 - simplywall.st | 4 ASX shares scoring upgraded ratings this week - The Motley Fool Australia | QAL Forecast — Price Target — Prediction for 2027 - TradingView | Qualitas (ASX:QAL): Why Is an ASX 300 Entry in Focus? - kalkinemedia.com,,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
15,near_miss,HUB.AX,HUB24 LTD,73.39,6001377280,0.0,-2.61,-17.04,0.45,20D <= -15.0%,,HUB24 Limited (ASX:HUB) Share Price Falls as Investors Assess Growth Expectations and FY26 Outlook - Kalkine | Why Is HUB24 (ASX:HUB) in Focus as Rate Fears Return? - kalkinemedia.com | 3 overvalued ASX shares going into earnings - Morningstar Australia | Why this struggling ASX tech stock could surprise investors - The Motley Fool Australia | HUB Forecast — Price Target — Prediction for 2027 - TradingView,,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
16,near_miss,IPH.AX,IPH LTD,3.35,859231680,0.0,0.3,-19.16,0.58,20D <= -15.0%,,IPH (ASX: IPH): IPH in Focus: What Investors Should Be Watching Next - Kalkine | CITIWARRANTS 2.6918 IPH MINI LONG (ASX:IPHKOA) - intelligentinvestor.com.au | IPH Ltd FY26 earnings: resilient profit growth and higher dividend - The Motley Fool Australia | Why Are GQG Partners (ASX:GQG) and IPH (ASX:IPH) in Dividend Stocks Focus? - kalkinemedia.com | Why IPH Ltd (ASX:IPH) Could Be One to Watch in September - Kalkine,,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
17,near_miss,DRO.AX,DRONESHIELD LTD,1.75,1619134464,0.29,-0.85,-19.72,0.28,20D <= -15.0%,,3 reasons to buy DroneShield shares after their 74% decline - The Motley Fool Australia | DroneShield (ASX:DRO) Leads ASX’s Most Shorted Shares - kalkinemedia.com | Hedge funds circle hyped-up ASX stocks that make ‘SpaceX look cheap’ - AFR | DroneShield Ltd (ASX:DRO) Falls: Are New Products Enough to Reverse Recent Weakness? - Kalkine | DroneShield shares have fallen 44% in 2026. Here’s why I’d buy the dip - The Motley Fool Australia,,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
18,near_miss,NWL.AX,NETWEALTH GROUP LTD,20.44,5017431040,0.34,-5.19,-16.43,0.91,20D <= -15.0%,,"Netwealth Group (ASX:NWL): Why This Could Be One ASX Financial Stock Investors May Be Watching Into September - Kalkine | Is Netwealth Group (ASX:NWL) in Focus Among Midcap Stocks? - kalkinemedia.com | Netwealth stock holds firm as ASX banks lift wider market - AD HOC NEWS | Netwealth Shares Bounce 22%, As Momentum Shifts: The Latest - thebull.com.au | 2 ASX 200 stocks that could rise 31% and 121% - The Motley Fool Australia",,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
19,near_miss,JBH.AX,JB HI-FI LTD,67.59,7389883392,0.43,1.03,-18.29,0.48,20D <= -15.0%,,JB Hi-Fi (ASX:JBH) Surges Today — Why the Electronics Retailer Is Back on the Radar - Kalkine | Why Is JB Hi-Fi (ASX:JBH) Balancing Record Sales With Softer July? - kalkinemedia.com | Are JB Hi Fi (ASX:JBH) Shares Undervalued After Solid FY 2026 Earnings? - simplywall.st | JB Hi-Fi reports profit and dividend growth in FY26 results - The Motley Fool Australia | JB Hi-Fi (ASX:JBH) lifts payout to 75% as dividend policy re-rates the story - Stocks Down Under,,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
20,near_miss,MAF.AX,MA FINANCIAL GROUP LTD,5.4,1065268928,0.75,-10.74,-9.81,0.83,5D <= -8.0%,,"MA Financial Group (ASX:MAF) Shares Fall Nearly 3% - Here’s Why - Kalkine | MA Financial Group (ASX:MAF) Shares Trail EPS Surge As Margins Tighten - simplywall.st | MA Financial delivers record 1H26 earnings and lifts dividend - The Motley Fool Australia | MA Financial Group Limited (ASX:MAF): Could Higher Rates and Stronger Margins Put This Financial Stock in Focus? - Kalkine | MA Financial (ASX:MAF) $14.8bn AUM, $179bn Finsure record and a $1bn quarter for MA Money - Stocks Down Under",,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
21,near_miss,WBT.AX,WEEBIT NANO LTD,3.56,857048256,0.85,-4.81,-17.4,1.04,20D <= -15.0%,,Kalkine ASX Analysis: Weebit Nano Ltd (ASX:WBT) Falls on Strong Volume—What's Behind the Move? - Kalkine | Weebit Nano Shares Down 35% In Three Weeks: The Latest - thebull.com.au | Stock of the day: Weebit Nano - ig.com | What Does Weebit Nano (ASX:WBT) Bring to the AI Stocks Theme? - kalkinemedia.com | Weebit Nano (ASX:WBT) Shares on Investor’s Radar – Here’s Why - Kalkine,,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
22,near_miss,TPW.AX,TEMPLE & WEBSTER GROUP LTD,4.89,569913472,1.03,1.66,-15.83,0.53,20D <= -15.0%,,"Temple & Webster Group Buys Back 254,756 Shares on 7 September 2026 - Kalkine | Temple & Webster (ASX:TPW) Shares Reset As Margins Thin And Earnings Slip - simplywall.st | Buy, hold, sell: Breville, Car Group, Temple & Webster shares - The Motley Fool Australia | Temple & Webster Group Ltd (ASX:TPW) Share Price Falls as Investors Track Profitability and Growth Balance - Kalkine | Why Temple & Webster (ASX:TPW) Shares Are Under Pressure Today? - Kalkine",,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
23,near_miss,DOW.AX,DOWNER EDI LTD,6.46,4257209088,1.41,1.14,-15.07,1.49,20D <= -15.0%,,Are DOW shares or COH shares better value in 2026? - Rask Media | Downer EDI (ASX:DOW): Final Dividend Lifts Full-Year Shareholder Distribution - Kalkine | DOW share price: why investors like industrials shares - Rask Media | Why Could Downer EDI (ASX:DOW) Enter the Value Stocks Spotlight? - kalkinemedia.com | Shares Retreat for Downer EDI Ltd (ASX:DOW) — What Is Driving the Move? - Kalkine,,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
24,near_miss,SGH.AX,SGH LTD,38.98,15864788992,1.51,-1.59,-15.88,0.34,20D <= -15.0%,,SGH Limited Cancels 1.4 Million Shares Under On-Market Buy-Back - Kalkine | SGH Ltd posts strong FY26 profit despite revenue dip - The Motley Fool Australia | SGH Limited Shares: Can Contract Wins and Execution Drive the Next Breakout? - Kalkine | Is Now An Opportune Moment To Examine SGH Limited (ASX:SGH)? - Yahoo Finance | Why Investors Shouldn't Be Surprised By SGH Limited's (ASX:SGH) P/E - simplywall.st,,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
25,near_miss,LOV.AX,LOVISA HOLDINGS LTD,23.6,2613440512,2.25,-8.24,-10.5,0.9,5D <= -8.0%,,"Lovisa Holdings Ltd (ASX: LOV) Share Price, LOV Stock News, LOV Share Price & Updates - Kalkine | Lovisa Holdings Limited (ASX:LOV) Shares Could Be 31% Below Their Intrinsic Value Estimate - simplywall.st | Lovisa Holdings (ASX:LOV) Grows FY26 Revenue 17.6% to $938.8m as Global Store Count Hits 1,136 - Kalkine | LOV Forecast — Price Target — Prediction for 2027 - TradingView | Is It Too Late To Consider Buying Lovisa Holdings Limited (ASX:LOV)? - Yahoo Finance",,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
26,near_miss,BRE.AX,BRAZILIAN RARE EARTHS LTD,3.66,1010722688,4.57,-8.73,-13.68,1.13,5D <= -8.0%,,"ASX Lithium and Rare Earth Stocks Face Selling Pressure Today — PLS, WC8, PMT and BRE All Lower - Kalkine | Rare Earths Stocks: 5 Biggest ASX Companies in 2026 - investingnews.com | Can Brazilian Rare Earths (ASX:BRE) Turn Its New 9 km Corridor Into a Scalable Advantage? - simplywall.st | Brazilian Rare Earths share price rises as Alurion IPO raises $50 million - The Motley Fool Australia | Brazilian Rare Earths (ASX:BRE): From Exploration Success to Integrated Rare Earths Development - Kalkine",,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
27,near_miss,PNI.AX,PINNACLE INVESTMENT MANAGEME,14.97,3607171584,4.91,-11.26,-18.72,1.12,5D <= -8.0%; 20D <= -15.0%,,Macquarie says this ASX financial share could jump 65% - The Motley Fool Australia | Pinnacle Investment Management (ASX:PNI): How a Multi-Manager Platform Is Expanding Its Global Investment Reach - Kalkine | Why Is Pinnacle Investment Management Group (ASX:PNI) in Focus Across Mid Cap Stocks? - kalkinemedia.com | Pinnacle Investment Management Group Limited (ASX:PNI): Could Higher Rates and Stronger Margins Put This Financial Stock in Focus? - Kalkine | How Index Exit and Margin Strain Will Impact Pinnacle Investment Management Group (ASX:PNI) Investors - simplywall.st,,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
28,near_miss,GDG.AX,GENERATION DEVELOPMENT GROUP,3.36,1343722752,5.99,6.0,-16.98,2.27,20D <= -15.0%,,Generation Development Group (ASX:GDG): Is the Market Underestimating This Financials Name? - Kalkine | Generation Development Group FY26 earnings: Record inflows and FUM growth - The Motley Fool Australia | Generation Development Group (ASX:GDG) Tomorrow’s Ex-Dividend Stocks: What to Know - Kalkine | Generation Development Group (ASX:GDG) Shares Drift As FUM Strength Meets Thin Margins - simplywall.st | Generation Development Group (ASX:GDG) Rebounds—Can Platform Growth Repair Sentiment? - Kalkine,,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
