ticker,company,observed_on
DRR.AX,DETERRA ROYALTIES LTD,2026-09-13
4DX.AX,4DMEDICAL LTD,2026-09-13
MSB.AX,MESOBLAST LTD,2026-09-13
LLC.AX,LENDLEASE GROUP,2026-09-13
NIC.AX,NICKEL INDUSTRIES LTD,2026-09-13
HDN.AX,HOMECO DAILY NEEDS REIT,2026-09-13
ORA.AX,ORORA LTD,2026-09-13
CYL.AX,CATALYST METALS LTD,2026-09-13
DDR.AX,DICKER DATA LTD,2026-09-13
IMD.AX,IMDEX LTD,2026-09-13
WPR.AX,WAYPOINT REIT,2026-09-13
MI6.AX,MINERALS 260 LTD,2026-09-13
BGA.AX,BEGA CHEESE LTD,2026-09-13
PYC.AX,PYC THERAPEUTICS LTD,2026-09-13
EVT.AX,EVT LTD,2026-09-13
DTL.AX,DATA#3 LTD,2026-09-13
INA.AX,INGENIA COMMUNITIES GROUP,2026-09-13
MFG.AX,MAGELLAN FINANCIAL GROUP LTD,2026-09-13
MLX.AX,METALS X LTD,2026-09-13
GNC.AX,GRAINCORP LTD-A,2026-09-13
DRO.AX,DRONESHIELD LTD,2026-09-13
EQR.AX,EQ RESOURCES LTD,2026-09-13
ASB.AX,AUSTAL LTD,2026-09-13
EOS.AX,ELECTRO OPTIC SYSTEMS HOLDIN,2026-09-13
BPT.AX,BEACH ENERGY LTD,2026-09-13
WEB.AX,WEB TRAVEL GROUP LTD,2026-09-13
SLC.AX,SUPERLOOP LTD,2026-09-13
ARB.AX,ARB CORP LTD,2026-09-13
LOV.AX,LOVISA HOLDINGS LTD,2026-09-13
KCN.AX,KINGSGATE CONSOLIDATED LTD,2026-09-13
FFM.AX,FIREFLY METALS LTD,2026-09-13
ELD.AX,ELDERS LTD,2026-09-13
KAR.AX,KAROON ENERGY LTD,2026-09-13
SIQ.AX,SMARTGROUP CORP LTD,2026-09-13
SSM.AX,SERVICE STREAM LTD,2026-09-13
GYG.AX,GUZMAN Y GOMEZ LTD,2026-09-13
CIA.AX,CHAMPION IRON LTD,2026-09-13
DYL.AX,DEEP YELLOW LTD,2026-09-13
HLI.AX,HELIA GROUP LTD,2026-09-13
DVP.AX,DEVELOP GLOBAL LTD,2026-09-13
NUF.AX,NUFARM LTD,2026-09-13
GDG.AX,GENERATION DEVELOPMENT GROUP,2026-09-13
IRE.AX,IRESS LTD,2026-09-13
MAH.AX,MACMAHON HOLDINGS LTD,2026-09-13
TEA.AX,TASMEA LTD,2026-09-13
PMV.AX,PREMIER INVESTMENTS LTD,2026-09-13
DMP.AX,DOMINO'S PIZZA ENTERPRISES L,2026-09-13
NCK.AX,NICK SCALI LTD,2026-09-13
ELV.AX,ELEVRA LITHIUM LTD,2026-09-13
PNR.AX,PANTORO GOLD LTD,2026-09-13
CNI.AX,CENTURIA CAPITAL GROUP,2026-09-13
NEC.AX,NINE ENTERTAINMENT CO HOLDIN,2026-09-13
MMS.AX,MCMILLAN SHAKESPEARE LTD,2026-09-13
ABB.AX,AUSSIE BROADBAND LTD,2026-09-13
JDO.AX,JUDO CAPITAL HOLDINGS LTD,2026-09-13
SBM.AX,ST BARBARA LTD,2026-09-13
SLX.AX,SILEX SYSTEMS LTD,2026-09-13
DGT.AX,DIGICO INFRASTRUCTURE REIT,2026-09-13
ELS.AX,ELSIGHT LTD,2026-09-13
MGH.AX,MAAS GROUP HOLDINGS LTD,2026-09-13
SMR.AX,STANMORE RESOURCES LTD,2026-09-13
BVS.AX,BRAVURA SOLUTIONS LTD,2026-09-13
IDX.AX,INTEGRAL DIAGNOSTICS LTD,2026-09-13
IPX.AX,IPERIONX LTD,2026-09-13
CAT.AX,CATAPULT SPORTS LTD,2026-09-13
A4N.AX,ALPHA HPA LTD,2026-09-13
VUL.AX,VULCAN ENERGY RESOURCES LTD,2026-09-13
MYS.AX,MYSTATE LTD,2026-09-13
CQE.AX,CHARTER HALL SOCIAL INFRASTR,2026-09-13
L1G.AX,L1 GROUP LTD,2026-09-13
RFF.AX,RURAL FUNDS TRUST,2026-09-13
DXI.AX,DEXUS INDUSTRIA REIT,2026-09-13
ING.AX,INGHAMS GROUP LTD,2026-09-13
PWH.AX,PWR HOLDINGS LTD,2026-09-13
APZ.AX,ASPEN GROUP,2026-09-13
CKF.AX,COLLINS FOODS LTD,2026-09-13
SXE.AX,SOUTHERN CROSS ELECTRICAL,2026-09-13
NAN.AX,NANOSONICS LTD,2026-09-13
KLS.AX,KELSIAN GROUP LTD,2026-09-13
SNL.AX,SUPPLY NETWORK LTD,2026-09-13
SDR.AX,SITEMINDER LTD,2026-09-13
IPH.AX,IPH LTD,2026-09-13
OML.AX,OOH!MEDIA LTD,2026-09-13
WBT.AX,WEEBIT NANO LTD,2026-09-13
BMN.AX,BANNERMAN ENERGY LTD,2026-09-13
PXA.AX,PEXA GROUP LTD,2026-09-13
ARU.AX,ARAFURA RARE EARTHS LTD,2026-09-13
REG.AX,REGIS HEALTHCARE LTD,2026-09-13
SGLLV.AX,RICEGROWERS LIMITED,2026-09-13
CCP.AX,CREDIT CORP GROUP LTD,2026-09-13
GLF.AX,GEMLIFE COMMUNITIES GROUP,2026-09-13
AOV.AX,AMOTIV LTD,2026-09-13
FPR.AX,FLEETPARTNERS GROUP LTD,2026-09-13
RIC.AX,RIDLEY CORP LTD,2026-09-13
ARF.AX,ARENA REIT,2026-09-13
HMC.AX,HMC CAPITAL LTD,2026-09-13
MAQ.AX,MACQUARIE TECHNOLOGY GROUP L,2026-09-13
BAP.AX,BAPCOR LTD,2026-09-13
VSL.AX,VULCAN STEEL LTD,2026-09-13
COF.AX,CENTURIA OFFICE REIT,2026-09-13
OBL.AX,OMNI BRIDGEWAY LTD,2026-09-13
GOZ.AX,GROWTHPOINT PROPERTIES AUSTR,2026-09-13
MAF.AX,MA FINANCIAL GROUP LTD,2026-09-13
CWP.AX,CEDAR WOODS PROPERTIES LTD,2026-09-13
HSN.AX,HANSEN TECHNOLOGIES LTD,2026-09-13
ACL.AX,AUSTRALIAN CLINICAL LABS LTD,2026-09-13
GWA.AX,GWA GROUP LTD,2026-09-13
VGN.AX,VIRGIN AUSTRALIA HOLDINGS LT,2026-09-13
BRE.AX,BRAZILIAN RARE EARTHS LTD,2026-09-13
RPL.AX,REGAL PARTNERS LTD,2026-09-13
TPW.AX,TEMPLE & WEBSTER GROUP LTD,2026-09-13
RDX.AX,REDOX LTD/AUSTRALIA,2026-09-13
NGI.AX,NAVIGATOR GLOBAL INVESTMENTS,2026-09-13
BC8.AX,BLACK CAT SYNDICATE LTD,2026-09-13
SKG.AX,STORAGE KING GROUP,2026-09-13
IEL.AX,IDP EDUCATION LTD,2026-09-13
AEL.AX,AMPLITUDE ENERGY LTD,2026-09-13
BCI.AX,BCI MINERALS LTD,2026-09-13
CMW.AX,CROMWELL PROPERTY GROUP,2026-09-13
BOE.AX,BOSS ENERGY LTD,2026-09-13
CHN.AX,CHALICE MINING LTD,2026-09-13
GNP.AX,GENUSPLUS GROUP LTD,2026-09-13
CU6.AX,CLARITY PHARMACEUTICALS LTD,2026-09-13
LIC.AX,LIFESTYLE COMMUNITIES LTD,2026-09-13
TUA.AX,TUAS LTD,2026-09-13
EQT.AX,EQT HOLDINGS LTD,2026-09-13
WA1.AX,WA1 RESOURCES LTD,2026-09-13
PNV.AX,POLYNOVO LTD,2026-09-13
LYL.AX,LYCOPODIUM LTD,2026-09-13
SHV.AX,SELECT HARVESTS LTD,2026-09-13
C79.AX,CHRYSOS CORP LTD,2026-09-13
OCL.AX,OBJECTIVE CORPORATION LTD,2026-09-13
JIN.AX,JUMBO INTERACTIVE LTD,2026-09-13
BLX.AX,BEACON LIGHTING GROUP LTD,2026-09-13
HLS.AX,HEALIUS LTD,2026-09-13
CUV.AX,CLINUVEL PHARMACEUTICALS LTD,2026-09-13
NXL.AX,NUIX LTD,2026-09-13
EHL.AX,EMECO HOLDINGS LTD,2026-09-13
ABG.AX,ABACUS GROUP,2026-09-13
MYR.AX,MYER HOLDINGS LTD,2026-09-13
AX1.AX,ACCENT GROUP LTD,2026-09-13
PPM.AX,PEPPER MONEY LTD/AU,2026-09-13
GTK.AX,GENTRACK GROUP LTD,2026-09-13
AFG.AX,AUSTRALIAN FINANCE GROUP LTD,2026-09-13
IPG.AX,IPD GROUP LTD,2026-09-13
FML.AX,FOCUS MINERALS LTD,2026-09-13
JMS.AX,JUPITER MINES LTD,2026-09-13
ADH.AX,ADAIRS LTD,2026-09-13
MAD.AX,MADER GROUP LTD,2026-09-13
MGX.AX,MGX RESOURCES LTD,2026-09-13
AAC.AX,AUSTRALIAN AGRICULTURAL CO,2026-09-13
AEF.AX,AUSTRALIAN ETHICAL INVT LTD,2026-09-13
TVN.AX,TIVAN LTD,2026-09-13
INR.AX,IONEER LTD,2026-09-13
TYR.AX,TYRO PAYMENTS LTD,2026-09-13
HCW.AX,HEALTHCO REIT,2026-09-13
QAL.AX,QUALITAS LTD,2026-09-13
PFP.AX,PROPEL FUNERAL PARTNERS LTD,2026-09-13
